Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
XXZIXIIIIIIIIIIIIIIIIIIIIIZX (-0.05343130175652833+0j)
XYZIYZZIZIIIIIIIIIIIIIIIIIIX (0.05343130175652833+0j)
XXZIXIIIIIIIIIIIIIIIIIIIIIIX (0.05343130175652833+0j)
IIZXIIIIIIIIIIIIIIIIIIIIIIZX (0.04872932956148974+0j)
IIIXIIIIIIIIIIIIIIIIIIIIIIZX (-0.04872932956148974+0j)
IIZXIIIIIIIIIIIIIIIIIIIIIIIX (-0.04872932956148974+0j)
IIIXIIIIIIIIIIIIIIIIIIIIIIIX (0.04872932956148974+0j)
ZIXZIIIIIIIIIIIIIIIIIIIIIIZX (-0.02525533577471289+0j)
IZXIIIIIIIIIIIIIIIIIIIIIIIZX (0.02525533577471289+0j)
ZIXZIIIIIIIIIIIIIIIIIIIIIIIX (0.02525533577471289+0j)
IZXIIIIIIIIIIIIIIIIIIIIIIIIX (-0.02525533577471289+0j)
IIIIIIIIIIIIIIIIIIIIIIYIYZXX (0.0019636389740363925+0j)
IIIIIIIIIIIIIIIIIIIIIIXZYZXY (-0.0019636389740363925+0j)
IIIIIIIIIIIIIIIIYIIIYIIIXZXX (0.0018911945094064225+0j)
IIIIIIIIIIIIIIIIXZZIYIIIXZXY (-0.0018911945094064225+0j)
IIIIIIIIIIIIIIIIIIIIIIIIZXXX (-0.0011941265149544862+0j)
IIIIIIIIIIIIIIIIIIIIIIIIZYXY (-0.0011941265149544862+0j)
IIIIIIIIIIIIIIIIXYZIYIIIXXXX (0.0008260003169502966+0j)
IIIIIIIIIIIIIIIIXXZIYIIIYYYX (0.0004631901775321587+0j)
IIIIIIIIIIIIIIIIXYZIYIIIYXYX (0.00036281013941813793+0j)
IIIIIIIIIIIIIIIIXXZIYIIIXXXY (-0.00036281013941813793+0j)
IIIIIIIIIIIIIIIIXYZIYIIIXYXY (0.0004631901775321587+0j)
IIIIIIIIIIIIIIIIXXZIYIIIYXYY (-0.0008260003169502966+0j)
IIIIIIIIIIIIIIYIZIIIYIIIXXXX (-0.002894000307599551+0j)
IIIIIIIIIIIIIIXZZIIIYIIIYYYX (-0.002032504813768451+0j)
IIIIIIIIIIIIIIYIZIIIYIIIYXYX (-0.0008614954938311009+0j)
IIIIIIIIIIIIIIXZZIIIYIIIXXXY (0.0008614954938311009+0j)
IIIIIIIIIIIIIIYIZIIIYIIIXYXY (-0.002032504813768451+0j)
IIIIIIIIIIIIIIXZZIIIYIIIYXYY (0.002894000307599551+0j)
IIIIIIIIIIIIIIIIIIIIIIIZIYYX (0.0027408347543803626+0j)
IIIIIIIIIIIIIIIIIIIIIIIZIXYY (-0.0027408347543803626+0j)
IIIIIIIIIIIIIIIIXIYIYIXXZYYX (-0.003278371810179915+0j)
IIIIIIIIIIIIIIIIXIXZYIXYZYYX (0.002045980901191115+0j)
IIIIIIIIIIIIIIIIXIYIYIXYZXYX (0.0012323909089888+0j)
IIIIIIIIIIIIIIIIXIXZYIXXZYYY (0.0012323909089888+0j)
IIIIIIIIIIIIIIIIXIYIYIXXZXYY (0.002045980901191115+0j)
IIIIIIIIIIIIIIIIXIXZYIXYZXYY (-0.003278371810179915+0j)
IIIIIIIIIIIIIIIIIIIIIIZZIYYX (0.003992938347817158+0j)
IIIIIIIIIIIIIIIIIIIIIIZZIXYY (-0.003992938347817158+0j)
IIIIIIIIIIIIIIIIYIIIYIXZZYYX (-0.003602673852903523+0j)
IIIIIIIIIIIIIIIIXZZIYIYIZYYX (0.0017904731970764289+0j)
IIIIIIIIIIIIIIIIYIIIYIYIZXYX (0.0018122006558270935+0j)
IIIIIIIIIIIIIIIIXZZIYIXZZYYY (0.0018122006558270935+0j)
IIIIIIIIIIIIIIIIYIIIYIXZZXYY (0.0017904731970764289+0j)
IIIIIIIIIIIIIIIIXZZIYIYIZXYY (-0.003602673852903523+0j)
IIIIIIIIIIIIIIIIIIIIIZIIIYYX (0.001994752992020561+0j)
IIIIIIIIIIIIIIIIIIIIIZIIIXYY (-0.001994752992020561+0j)
IIIIIIIIIIIIIIXYZIIIYXZIZYYX (-0.0032071983531155703+0j)
IIIIIIIIIIIIIIXXZIIIYYZIZYYX (0.002205854231104582+0j)
IIIIIIIIIIIIIIXYZIIIYYZIZXYX (0.001001344122010989+0j)
IIIIIIIIIIIIIIXXZIIIYXZIZYYY (0.001001344122010989+0j)
IIIIIIIIIIIIIIXYZIIIYXZIZXYY (0.002205854231104582+0j)
IIIIIIIIIIIIIIXXZIIIYYZIZXYY (-0.0032071983531155703+0j)
IIIIIIIIIIIIIIIIIIIIZZZIZYYX (0.004522056396431708+0j)
IIIIIIIIIIIIIIIIIIIIZZZIZXYY (-0.004522056396431708+0j)
IIIIIIIIIIIIIIIIIIIZIIIIIYYX (0.004754542187840551+0j)
IIIIIIIIIIIIIIIIIIIZIIIIIXYY (-0.004754542187840551+0j)
IIIIIIIIIIIIIIIIIIZZIIIIIYYX (0.0028703010299860423+0j)
IIIIIIIIIIIIIIIIIIZZIIIIIXYY (-0.0028703010299860423+0j)
IIIIIIIIIIIIIIIIIZIIIIIIIYYX (0.0006045565602355136+0j)
IIIIIIIIIIIIIIIIIZIIIIIIIXYY (-0.0006045565602355136+0j)
IIIIIIIIIIIIIIYIYXZIIIIIIYYX (0.0012593149683562982+0j)
IIIIIIIIIIIIIIXZYYZIIIIIIYYX (-0.0017245293999978806+0j)
IIIIIIIIIIIIIIYIYYZIIIIIIXYX (0.0004652144316415821+0j)
IIIIIIIIIIIIIIXZYXZIIIIIIYYY (0.0004652144316415821+0j)
IIIIIIIIIIIIIIYIYXZIIIIIIXYY (-0.0017245293999978806+0j)
IIIIIIIIIIIIIIXZYYZIIIIIIXYY (0.0012593149683562982+0j)
IIIIIIIIIIIIIIIIZZZIIIIIIYYX (0.0019272699721709589+0j)
IIIIIIIIIIIIIIIIZZZIIIIIIXYY (-0.0019272699721709589+0j)
IIIIIIIIIIIIIIIZIIIIIIIIIYYX (0.004184734878504739+0j)
IIIIIIIIIIIIIIIZIIIIIIIIIXYY (-0.004184734878504739+0j)
IIIIIIIIIIIIIIZZIIIIIIIIIYYX (0.0043663903776252014+0j)
IIIIIIIIIIIIIIZZIIIIIIIIIXYY (-0.0043663903776252014+0j)
IIIIIIIIIIIIIZIIIIIIIIIIIYYX (0.04159166901759588+0j)
IIIIIIIIIIIIIZIIIIIIIIIIIXYY (-0.04159166901759588+0j)
IIIIXIIIXIXYYXZIZIIIZIIIIYYX (0.006400619296891301+0j)
IIIIXIIIXIXXYYZIZIIIZIIIIYYX (-0.006400619296891301+0j)
IIIIXIIIXIXYYXZIZIIIZIIIIXYY (-0.006400619296891301+0j)
IIIIXIIIXIXXYYZIZIIIZIIIIXYY (0.006400619296891301+0j)
IIIIXIIIYIIIYXZIZIIIZIIIIYYX (-0.0009995096562059852+0j)
IIIIXIIIXZZIYYZIZIIIZIIIIYYX (0.0009995096562059852+0j)
IIIIXIIIYIIIYXZIZIIIZIIIIXYY (0.0009995096562059852+0j)
IIIIXIIIXZZIYYZIZIIIZIIIIXYY (-0.0009995096562059852+0j)
XIYIZIIIIIIIYXZIZIIIZIIIIYYX (0.003938952614773277+0j)
XIXZZIIIIIIIYYZIZIIIZIIIIYYX (-0.003938952614773277+0j)
XIYIZIIIIIIIYXZIZIIIZIIIIXYY (-0.003938952614773277+0j)
XIXZZIIIIIIIYYZIZIIIZIIIIXYY (0.003938952614773277+0j)
IIIIIIIIIIIIZZZIZIIIZIIIIYYX (0.04155776333848659+0j)
IIIIIIIIIIIIZZZIZIIIZIIIIXYY (-0.04155776333848659+0j)
IIIIXIIIXIYIYZZIZIIIZIIIIYYX (0.004581540185816901+0j)
IIIIXIIIXIXZXIIIIIIIIIIIIYYX (0.004581540185816901+0j)
IIIIXIIIXIYIYZZIZIIIZIIIIXYY (-0.004581540185816901+0j)
IIIIXIIIXIXZXIIIIIIIIIIIIXYY (-0.004581540185816901+0j)
XIXYZIIIIIIIYZZIZIIIZIIIIYYX (0.005807045566576547+0j)
XIXXZIIIIIIIXIIIIIIIIIIIIYYX (0.005807045566576547+0j)
XIXYZIIIIIIIYZZIZIIIZIIIIXYY (-0.005807045566576547+0j)
XIXXZIIIIIIIXIIIIIIIIIIIIXYY (-0.005807045566576547+0j)
YIIIZIIIIIIIYZZIZIIIZIIIIYYX (0.00470044668610537+0j)
XZZIZIIIIIIIXIIIIIIIIIIIIYYX (0.00470044668610537+0j)
YIIIZIIIIIIIYZZIZIIIZIIIIXYY (-0.00470044668610537+0j)
XZZIZIIIIIIIXIIIIIIIIIIIIXYY (-0.00470044668610537+0j)
IIIIIIIIIIIZIIIIIIIIIIIIIYYX (0.0010866517689036121+0j)
IIIIIIIIIIIZIIIIIIIIIIIIIXYY (-0.0010866517689036121+0j)
IIIIIIIIZIXXIIIIIIIIIIIIIYYX (0.0005524486014858305+0j)
IIIIIIIIIZYYIIIIIIIIIIIIIYYX (0.0005524486014858305+0j)
IIIIIIIIZIXXIIIIIIIIIIIIIXYY (-0.0005524486014858305+0j)
IIIIIIIIIZYYIIIIIIIIIIIIIXYY (-0.0005524486014858305+0j)
XIYIYIIIXIXXIIIIIIIIIIIIIYYX (-0.0012466347809339648+0j)
XIXZYIIIXIXYIIIIIIIIIIIIIYYX (0.0012466347809339648+0j)
XIYIYIIIXIXXIIIIIIIIIIIIIXYY (0.0012466347809339648+0j)
XIXZYIIIXIXYIIIIIIIIIIIIIXYY (-0.0012466347809339648+0j)
IIIIIIIIIIZZIIIIIIIIIIIIIYYX (0.0015409722202014973+0j)
IIIIIIIIIIZZIIIIIIIIIIIIIXYY (-0.0015409722202014973+0j)
XIXYYIIIXIXZIIIIIIIIIIIIIYYX (-0.0015053844995689734+0j)
XIXXYIIIXIYIIIIIIIIIIIIIIYYX (0.0015053844995689734+0j)
XIXYYIIIXIXZIIIIIIIIIIIIIXYY (0.0015053844995689734+0j)
XIXXYIIIXIYIIIIIIIIIIIIIIXYY (-0.0015053844995689734+0j)
YIIIYIIIXIXZIIIIIIIIIIIIIYYX (0.0002389258021598538+0j)
XZZIYIIIXIYIIIIIIIIIIIIIIYYX (-0.0002389258021598538+0j)
YIIIYIIIXIXZIIIIIIIIIIIIIXYY (-0.0002389258021598538+0j)
XZZIYIIIXIYIIIIIIIIIIIIIIXYY (0.0002389258021598538+0j)
IIIIIIIIIZIIIIIIIIIIIIIIIYYX (0.00047532114252982845+0j)
IIIIIIIIIZIIIIIIIIIIIIIIIXYY (-0.00047532114252982845+0j)
IIIIZIIIXXZIIIIIIIIIIIIIIYYX (0.00042381057361814495+0j)
IIIIIZZIYYZIIIIIIIIIIIIIIYYX (0.00042381057361814495+0j)
IIIIZIIIXXZIIIIIIIIIIIIIIXYY (-0.00042381057361814495+0j)
IIIIIZZIYYZIIIIIIIIIIIIIIXYY (-0.00042381057361814495+0j)
IIIIIIIIZZZIIIIIIIIIIIIIIYYX (0.0005805062106308776+0j)
IIIIIIIIZZZIIIIIIIIIIIIIIXYY (-0.0005805062106308776+0j)
XIYIYIIIXZZIIIIIIIIIIIIIIYYX (-0.00079623596040713+0j)
XIXZYIIIYIIIIIIIIIIIIIIIIYYX (0.00079623596040713+0j)
XIYIYIIIXZZIIIIIIIIIIIIIIXYY (0.00079623596040713+0j)
XIXZYIIIYIIIIIIIIIIIIIIIIXYY (-0.00079623596040713+0j)
IIIIIIIZIIIIIIIIIIIIIIIIIYYX (0.0006022732434284607+0j)
IIIIIIIZIIIIIIIIIIIIIIIIIXYY (-0.0006022732434284607+0j)
XYZIYIXXZIIIIIIIIIIIIIIIIYYX (-0.000759259487360459+0j)
XXZIYIXYZIIIIIIIIIIIIIIIIYYX (0.000759259487360459+0j)
XYZIYIXXZIIIIIIIIIIIIIIIIXYY (0.000759259487360459+0j)
XXZIYIXYZIIIIIIIIIIIIIIIIXYY (-0.000759259487360459+0j)
IIIIIIZZIIIIIIIIIIIIIIIIIYYX (0.0008216917419701811+0j)
IIIIIIZZIIIIIIIIIIIIIIIIIXYY (-0.0008216917419701811+0j)
IIIIIZIIIIIIIIIIIIIIIIIIIYYX (0.0015066969738090907+0j)
IIIIIZIIIIIIIIIIIIIIIIIIIXYY (-0.0015066969738090907+0j)
IIIIZZZIZIIIIIIIIIIIIIIIIYYX (0.0007497853094172974+0j)
IIIIZZZIZIIIIIIIIIIIIIIIIXYY (-0.0007497853094172974+0j)
IIIZIIIIIIIIIIIIIIIIIIIIIYYX (0.0018714910247634863+0j)
IIIZIIIIIIIIIIIIIIIIIIIIIXYY (-0.0018714910247634863+0j)
ZIXXIIIIIIIIIIIIIIIIIIIIIYYX (-8.5964418019188e-07+0j)
IZYYIIIIIIIIIIIIIIIIIIIIIYYX (-8.5964418019188e-07+0j)
ZIXXIIIIIIIIIIIIIIIIIIIIIXYY (8.5964418019188e-07+0j)
IZYYIIIIIIIIIIIIIIIIIIIIIXYY (8.5964418019188e-07+0j)
IIZZIIIIIIIIIIIIIIIIIIIIIYYX (0.0018617570293533521+0j)
IIZZIIIIIIIIIIIIIIIIIIIIIXYY (-0.0018617570293533521+0j)
IZIIIIIIIIIIIIIIIIIIIIIIIYYX (0.0015518749663012775+0j)
IZIIIIIIIIIIIIIIIIIIIIIIIXYY (-0.0015518749663012775+0j)
ZZZIIIIIIIIIIIIIIIIIIIIIIYYX (0.00217889052522721+0j)
ZZZIIIIIIIIIIIIIIIIIIIIIIXYY (-0.00217889052522721+0j)
IIIIIIIIIIIIIIIIIIIIIIYIXZYX (-0.0006453938135316233+0j)
IIIIIIIIIIIIIIIIIIIIIIXZXZYY (0.0006453938135316233+0j)
IIIIIIIIIIIIIIIIYIIIYIIIYZYX (0.0005047130649931577+0j)
IIIIIIIIIIIIIIIIXZZIYIIIYZYY (-0.0005047130649931577+0j)
IIIIIIIIIIIIIIIIIIIIIYYXZIXX (0.0013118949909981731+0j)
IIIIIIIIIIIIIIIIIIIIIXYYZIXX (-0.001791089745757487+0j)
IIIIIIIIIIIIIIIIIIIIIYYYIZYX (-0.0004791947547593137+0j)
IIIIIIIIIIIIIIIIIIIIIXYXZIXY (0.0004791947547593137+0j)
IIIIIIIIIIIIIIIIIIIIIYYXIZYY (0.001791089745757487+0j)
IIIIIIIIIIIIIIIIIIIIIXYYIZYY (-0.0013118949909981731+0j)
IIIIIIIIIIIIIIXYZIIIYIXXIIXX (0.003144244195337647+0j)
IIIIIIIIIIIIIIXXZIIIYIXYIIXX (-0.0018247051562445458+0j)
IIIIIIIIIIIIIIXYZIIIYIXYZZYX (0.0013195390390931022+0j)
IIIIIIIIIIIIIIXXZIIIYIXXIIXY (-0.0013195390390931022+0j)
IIIIIIIIIIIIIIXYZIIIYIXXZZYY (0.0018247051562445458+0j)
IIIIIIIIIIIIIIXXZIIIYIXYZZYY (-0.003144244195337647+0j)
IIIIIIIIIIIIIIIIXYZIYIXZIIXX (3.5699439815319647e-05+0j)
IIIIIIIIIIIIIIIIXXZIYIYIIIXX (-0.00028815000497194607+0j)
IIIIIIIIIIIIIIIIXYZIYIYIZZYX (-0.00025245056515662645+0j)
IIIIIIIIIIIIIIIIXXZIYIXZIIXY (0.00025245056515662645+0j)
IIIIIIIIIIIIIIIIXYZIYIXZZZYY (0.00028815000497194607+0j)
IIIIIIIIIIIIIIIIXXZIYIYIZZYY (-3.5699439815319647e-05+0j)
IIIIIIIIIIIIIIYIZIIIYIXZIIXX (-0.004698320929799772+0j)
IIIIIIIIIIIIIIXZZIIIYIYIIIXX (0.0028195929469326765+0j)
IIIIIIIIIIIIIIYIZIIIYIYIZZYX (-0.0018787279828670958+0j)
IIIIIIIIIIIIIIXZZIIIYIXZIIXY (0.0018787279828670958+0j)
IIIIIIIIIIIIIIYIZIIIYIXZZZYY (-0.0028195929469326765+0j)
IIIIIIIIIIIIIIXZZIIIYIYIZZYY (0.004698320929799772+0j)
IIIIIIIIIIIIIIIIXIYIYXZIIIXX (0.00298164715807295+0j)
IIIIIIIIIIIIIIIIXIXZYYZIIIXX (-0.0012166270173866462+0j)
IIIIIIIIIIIIIIIIXIYIYYZIZZYX (0.0017650201406863028+0j)
IIIIIIIIIIIIIIIIXIXZYXZIIIXY (-0.0017650201406863028+0j)
IIIIIIIIIIIIIIIIXIYIYXZIZZYY (0.0012166270173866462+0j)
IIIIIIIIIIIIIIIIXIXZYYZIZZYY (-0.00298164715807295+0j)
IIIIIIIIIIIIIIIIXIXYYZZIIIXX (-0.002980545771971477+0j)
IIIIIIIIIIIIIIIIXIXXXIIIZIXX (-0.0033499352175445497+0j)
IIIIIIIIIIIIIIIIXIXYXIIIIZYX (-0.00036938944557307325+0j)
IIIIIIIIIIIIIIIIXIXXYZZIIIXY (-0.00036938944557307325+0j)
IIIIIIIIIIIIIIIIXIXYYZZIZZYY (-0.0033499352175445497+0j)
IIIIIIIIIIIIIIIIXIXXXIIIIZYY (-0.002980545771971477+0j)
IIIIIIIIIIIIIIXYYIXZIIIIZIXX (0.0017154000957741065+0j)
IIIIIIIIIIIIIIXXYIYIIIIIZIXX (-0.002124525837006175+0j)
IIIIIIIIIIIIIIXYYIYIIIIIIZYX (-0.0004091257412320681+0j)
IIIIIIIIIIIIIIXXYIXZIIIIZIXY (0.0004091257412320681+0j)
IIIIIIIIIIIIIIXYYIXZIIIIIZYY (0.002124525837006175+0j)
IIIIIIIIIIIIIIXXYIYIIIIIIZYY (-0.0017154000957741065+0j)
IIIIIIIIIIIIIIIIZXZIIIIIZIXX (0.00032475785800554325+0j)
IIIIIIIIIIIIIIIIIXIIIIIIZIXX (-0.0005226829709682867+0j)
IIIIIIIIIIIIIIIIZYZIIIIIIZYX (-0.00019792511296274343+0j)
IIIIIIIIIIIIIIIIIYIIIIIIZIXY (-0.00019792511296274343+0j)
IIIIIIIIIIIIIIIIZXZIIIIIIZYY (0.0005226829709682867+0j)
IIIIIIIIIIIIIIIIIXIIIIIIIZYY (-0.00032475785800554325+0j)
IIIIIIIIIIIIIIYIYZZIIIIIZIXX (-0.002682022470166945+0j)
IIIIIIIIIIIIIIXZXIIIIIIIZIXX (-0.0012607377828541568+0j)
IIIIIIIIIIIIIIYIXIIIIIIIIZYX (0.0014212846873127875+0j)
IIIIIIIIIIIIIIXZYZZIIIIIZIXY (0.0014212846873127875+0j)
IIIIIIIIIIIIIIYIYZZIIIIIIZYY (-0.0012607377828541568+0j)
IIIIIIIIIIIIIIXZXIIIIIIIIZYY (-0.002682022470166945+0j)
IIIIIIIIIIIIZXZIZIIIZIIIZIXX (-0.0312185817889179+0j)
IIIIIIIIIIIIIXIIIIIIIIIIZIXX (0.0312185817889179+0j)
IIIIIIIIIIIIZXZIZIIIZIIIIZYY (-0.0312185817889179+0j)
IIIIIIIIIIIIIXIIIIIIIIIIIZYY (0.0312185817889179+0j)
IIIIXIIIXIYIYXZIZIIIZIIIZIXX (-0.003908894322886689+0j)
IIIIXIIIXIXZYYZIZIIIZIIIZIXX (0.003908894322886689+0j)
IIIIXIIIXIYIYXZIZIIIZIIIIZYY (-0.003908894322886689+0j)
IIIIXIIIXIXZYYZIZIIIZIIIIZYY (0.003908894322886689+0j)
XIXYZIIIIIIIYXZIZIIIZIIIZIXX (-0.004740933550761058+0j)
XIXXZIIIIIIIYYZIZIIIZIIIZIXX (0.004740933550761058+0j)
XIXYZIIIIIIIYXZIZIIIZIIIIZYY (-0.004740933550761058+0j)
XIXXZIIIIIIIYYZIZIIIZIIIIZYY (0.004740933550761058+0j)
YIIIZIIIIIIIYXZIZIIIZIIIZIXX (-0.001830768924985267+0j)
XZZIZIIIIIIIYYZIZIIIZIIIZIXX (0.001830768924985267+0j)
YIIIZIIIIIIIYXZIZIIIZIIIIZYY (-0.001830768924985267+0j)
XZZIZIIIIIIIYYZIZIIIZIIIIZYY (0.001830768924985267+0j)
IIIIXIIIXIXYYZZIZIIIZIIIZIXX (-0.004596653157983626+0j)
IIIIXIIIXIXXXIIIIIIIIIIIZIXX (-0.004596653157983626+0j)
IIIIXIIIXIXYYZZIZIIIZIIIIZYY (-0.004596653157983626+0j)
IIIIXIIIXIXXXIIIIIIIIIIIIZYY (-0.004596653157983626+0j)
IIIIXIIIYIIIYZZIZIIIZIIIZIXX (-0.0002856203659304765+0j)
IIIIXIIIXZZIXIIIIIIIIIIIZIXX (-0.0002856203659304765+0j)
IIIIXIIIYIIIYZZIZIIIZIIIIZYY (-0.0002856203659304765+0j)
IIIIXIIIXZZIXIIIIIIIIIIIIZYY (-0.0002856203659304765+0j)
XIYIZIIIIIIIYZZIZIIIZIIIZIXX (-0.003857987263429122+0j)
XIXZZIIIIIIIXIIIIIIIIIIIZIXX (-0.003857987263429122+0j)
XIYIZIIIIIIIYZZIZIIIZIIIIZYY (-0.003857987263429122+0j)
XIXZZIIIIIIIXIIIIIIIIIIIIZYY (-0.003857987263429122+0j)
IIIIIIIIIIZXIIIIIIIIIIIIZIXX (-0.00034684570524701105+0j)
IIIIIIIIIIIXIIIIIIIIIIIIZIXX (0.00034684570524701105+0j)
IIIIIIIIIIZXIIIIIIIIIIIIIZYY (-0.00034684570524701105+0j)
IIIIIIIIIIIXIIIIIIIIIIIIIZYY (0.00034684570524701105+0j)
XIXYYIIIXIXXIIIIIIIIIIIIZIXX (0.0010421943220368152+0j)
XIXXYIIIXIXYIIIIIIIIIIIIZIXX (-0.0010421943220368152+0j)
XIXYYIIIXIXXIIIIIIIIIIIIIZYY (0.0010421943220368152+0j)
XIXXYIIIXIXYIIIIIIIIIIIIIZYY (-0.0010421943220368152+0j)
YIIIYIIIXIXXIIIIIIIIIIIIZIXX (0.0017935790116085976+0j)
XZZIYIIIXIXYIIIIIIIIIIIIZIXX (-0.0017935790116085976+0j)
YIIIYIIIXIXXIIIIIIIIIIIIIZYY (0.0017935790116085976+0j)
XZZIYIIIXIXYIIIIIIIIIIIIIZYY (-0.0017935790116085976+0j)
IIIIIIIIZIXZIIIIIIIIIIIIZIXX (0.0007544375949955231+0j)
IIIIIIIIIZXIIIIIIIIIIIIIZIXX (-0.0007544375949955231+0j)
IIIIIIIIZIXZIIIIIIIIIIIIIZYY (0.0007544375949955231+0j)
IIIIIIIIIZXIIIIIIIIIIIIIIZYY (-0.0007544375949955231+0j)
XIYIYIIIXIXZIIIIIIIIIIIIZIXX (0.00026031307089060244+0j)
XIXZYIIIXIYIIIIIIIIIIIIIZIXX (-0.00026031307089060244+0j)
XIYIYIIIXIXZIIIIIIIIIIIIIZYY (0.00026031307089060244+0j)
XIXZYIIIXIYIIIIIIIIIIIIIIZYY (-0.00026031307089060244+0j)
IIIIIIXYYXZIIIIIIIIIIIIIZIXX (-0.00013459239778295079+0j)
IIIIIIXXYYZIIIIIIIIIIIIIZIXX (0.00013459239778295079+0j)
IIIIIIXYYXZIIIIIIIIIIIIIIZYY (-0.00013459239778295079+0j)
IIIIIIXXYYZIIIIIIIIIIIIIIZYY (0.00013459239778295079+0j)
XYZIYIIIXXZIIIIIIIIIIIIIZIXX (0.0006550290627325012+0j)
XXZIYIIIXYZIIIIIIIIIIIIIZIXX (-0.0006550290627325012+0j)
XYZIYIIIXXZIIIIIIIIIIIIIIZYY (0.0006550290627325012+0j)
XXZIYIIIXYZIIIIIIIIIIIIIIZYY (-0.0006550290627325012+0j)
XIXYYIIIXZZIIIIIIIIIIIIIZIXX (-0.0004066341931740135+0j)
XIXXYIIIYIIIIIIIIIIIIIIIZIXX (0.0004066341931740135+0j)
XIXYYIIIXZZIIIIIIIIIIIIIIZYY (-0.0004066341931740135+0j)
XIXXYIIIYIIIIIIIIIIIIIIIIZYY (0.0004066341931740135+0j)
YIIIYIIIXZZIIIIIIIIIIIIIZIXX (-0.0010045999839268795+0j)
XZZIYIIIYIIIIIIIIIIIIIIIZIXX (0.0010045999839268795+0j)
YIIIYIIIXZZIIIIIIIIIIIIIIZYY (-0.0010045999839268795+0j)
XZZIYIIIYIIIIIIIIIIIIIIIIZYY (0.0010045999839268795+0j)
IIIIZIXXZIIIIIIIIIIIIIIIZIXX (-0.000623031059951927+0j)
IIIIIZYYIIIIIIIIIIIIIIIIZIXX (-0.000623031059951927+0j)
IIIIZIXXZIIIIIIIIIIIIIIIIZYY (-0.000623031059951927+0j)
IIIIIZYYIIIIIIIIIIIIIIIIIZYY (-0.000623031059951927+0j)
IIIIIYYZIIIIIIIIIIIIIIIIZIXX (-0.0005518709645790823+0j)
IIIIIXXIIIIIIIIIIIIIIIIIZIXX (-0.0005518709645790823+0j)
IIIIIYYZIIIIIIIIIIIIIIIIIZYY (-0.0005518709645790823+0j)
IIIIIXXIIIIIIIIIIIIIIIIIIZYY (-0.0005518709645790823+0j)
XYZIYZZIZIIIIIIIIIIIIIIIZIXX (0.0006407820513578654+0j)
XXZIXIIIIIIIIIIIIIIIIIIIZIXX (0.0006407820513578654+0j)
XYZIYZZIZIIIIIIIIIIIIIIIIZYY (0.0006407820513578654+0j)
XXZIXIIIIIIIIIIIIIIIIIIIIZYY (0.0006407820513578654+0j)
IIZXIIIIIIIIIIIIIIIIIIIIZIXX (-5.30179923317602e-05+0j)
IIIXIIIIIIIIIIIIIIIIIIIIZIXX (5.30179923317602e-05+0j)
IIZXIIIIIIIIIIIIIIIIIIIIIZYY (-5.30179923317602e-05+0j)
IIIXIIIIIIIIIIIIIIIIIIIIIZYY (5.30179923317602e-05+0j)
ZIXZIIIIIIIIIIIIIIIIIIIIZIXX (-0.00035027962301186074+0j)
IZXIIIIIIIIIIIIIIIIIIIIIZIXX (0.00035027962301186074+0j)
ZIXZIIIIIIIIIIIIIIIIIIIIIZYY (-0.00035027962301186074+0j)
IZXIIIIIIIIIIIIIIIIIIIIIIZYY (0.00035027962301186074+0j)
IIIIIIIIIIIIIIIIIIIIIIYZYIXX (0.0007452601965299669+0j)
IIIIIIIIIIIIIIIIIIIIIIXIYIXY (-0.0007452601965299669+0j)
IIIIIIIIIIIIIIIIYIIIYIIZXIXX (0.000921285193729777+0j)
IIIIIIIIIIIIIIIIXZZIYIIZXIXY (-0.000921285193729777+0j)
IIIIIIIIIIIIIIIIXIYIYIIXXIXX (0.0012237967087437812+0j)
IIIIIIIIIIIIIIIIXIXZYIZYXIXX (0.0001236040528911284+0j)
IIIIIIIIIIIIIIIIXIYIYIZXXIXX (-0.00134740076163491+0j)
IIIIIIIIIIIIIIIIXIXZYIIXXIXY (-0.00134740076163491+0j)
IIIIIIIIIIIIIIIIXIYIYIIYXIXY (-0.0001236040528911284+0j)
IIIIIIIIIIIIIIIIXIXZYIZXXIXY (0.0012237967087437812+0j)
IIIIIIIIIIIIIIIIXYZIYXYYXIXX (0.000507095507592599+0j)
IIIIIIIIIIIIIIIIXXZIYYYYXIXX (0.0001817361656050196+0j)
IIIIIIIIIIIIIIIIXYZIYYYXXIXX (-0.0006888316731976185+0j)
IIIIIIIIIIIIIIIIXXZIYXYYXIXY (-0.0006888316731976185+0j)
IIIIIIIIIIIIIIIIXYZIYXYXXIXY (0.0001817361656050196+0j)
IIIIIIIIIIIIIIIIXXZIYYYXXIXY (0.000507095507592599+0j)
IIIIIIIIIIIIIIYIZIIIYXYYXIXX (0.003074242297719132+0j)
IIIIIIIIIIIIIIXZZIIIYYYYXIXX (-0.00017653156172173952+0j)
IIIIIIIIIIIIIIYIZIIIYYYXXIXX (-0.0028977107359973928+0j)
IIIIIIIIIIIIIIXZZIIIYXYYXIXY (-0.0028977107359973928+0j)
IIIIIIIIIIIIIIYIZIIIYXYXXIXY (-0.00017653156172173952+0j)
IIIIIIIIIIIIIIXZZIIIYYYXXIXY (0.003074242297719132+0j)
IIIIIIIIIIIIIIIIZIXZIIXYYIXX (-0.002531162487640066+0j)
