Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIII (-51.161025573776655+0j)
XIIIXIYIYIXZZIIIZIIIZIXX (-0.0014930140456795296+0j)
XIIIXIXZYIYIZIIIZIIIZIXX (0.0014930140456795296+0j)
XIIIXIYIYIXZZIIIZIIIIZYY (-0.0014930140456795296+0j)
XIIIXIXZYIYIZIIIZIIIIZYY (0.0014930140456795296+0j)
YIIIIIIIYIXZZIIIZIIIZIXX (-0.0015580343652544187+0j)
XZZIZIIIYIYIZIIIZIIIZIXX (0.0015580343652544187+0j)
YIIIIIIIYIXZZIIIZIIIIZYY (-0.0015580343652544187+0j)
XZZIZIIIYIYIZIIIZIIIIZYY (0.0015580343652544187+0j)
IIIIIIIIZXZIZIIIZIIIZIXX (0.0015357144926647563+0j)
IIIIIIIIIXIIIIIIIIIIZIXX (-0.0015357144926647563+0j)
IIIIIIIIZXZIZIIIZIIIIZYY (0.0015357144926647563+0j)
IIIIIIIIIXIIIIIIIIIIIZYY (-0.0015357144926647563+0j)
XIXYZIIIYXZIZIIIZIIIZIXX (-0.0006264015411288107+0j)
XIXXZIIIYYZIZIIIZIIIZIXX (0.0006264015411288107+0j)
XIXYZIIIYXZIZIIIZIIIIZYY (-0.0006264015411288107+0j)
XIXXZIIIYYZIZIIIZIIIIZYY (0.0006264015411288107+0j)
XIYIZIIIYZZIZIIIZIIIZIXX (0.0006328534666231521+0j)
XIXZZIIIXIIIIIIIIIIIZIXX (0.0006328534666231521+0j)
XIYIZIIIYZZIZIIIZIIIIZYY (0.0006328534666231521+0j)
XIXZZIIIXIIIIIIIIIIIIZYY (0.0006328534666231521+0j)
IIIIIIZXIIIIIIIIIIIIZIXX (0.0005799536656944669+0j)
IIIIIIIXIIIIIIIIIIIIZIXX (-0.0005799536656944669+0j)
IIIIIIZXIIIIIIIIIIIIIZYY (0.0005799536656944669+0j)
IIIIIIIXIIIIIIIIIIIIIZYY (-0.0005799536656944669+0j)
ZIIIXIXXIIIIIIIIIIIIZIXX (-0.0002653660537614931+0j)
IZZIYIXYIIIIIIIIIIIIZIXX (-0.0002653660537614931+0j)
ZIIIXIXXIIIIIIIIIIIIIZYY (-0.0002653660537614931+0j)
IZZIYIXYIIIIIIIIIIIIIZYY (-0.0002653660537614931+0j)
IYZIYIXZIIIIIIIIIIIIZIXX (-0.00027137883098731137+0j)
IXZIYIYIIIIIIIIIIIIIZIXX (0.00027137883098731137+0j)
IYZIYIXZIIIIIIIIIIIIIZYY (-0.00027137883098731137+0j)
IXZIYIYIIIIIIIIIIIIIIZYY (0.00027137883098731137+0j)
IIZXIIIIIIIIIIIIIIIIZIXX (-0.0014587486860533907+0j)
IIIXIIIIIIIIIIIIIIIIZIXX (0.0014587486860533907+0j)
IIZXIIIIIIIIIIIIIIIIIZYY (-0.0014587486860533907+0j)
IIIXIIIIIIIIIIIIIIIIIZYY (0.0014587486860533907+0j)
ZXZIZIIIIIIIIIIIIIIIZIXX (0.0012564337824261824+0j)
IXIIIIIIIIIIIIIIIIIIZIXX (-0.0012564337824261824+0j)
ZXZIZIIIIIIIIIIIIIIIIZYY (0.0012564337824261824+0j)
IXIIIIIIIIIIIIIIIIIIIZYY (-0.0012564337824261824+0j)
IIIIIIIIIIIIXIYIYIIZXIXX (-0.002386402544020632+0j)
IIIIIIIIIIIIXIXZYIIZXIXY (0.002386402544020632+0j)
IIIIIIIIIIIIXIXYYIIXXIXX (0.0009081931984677723+0j)
IIIIIIIIIIIIXIXXYIZYXIXX (0.0005440356287546859+0j)
IIIIIIIIIIIIXIXYYIZXXIXX (-0.0014522288272224581+0j)
IIIIIIIIIIIIXIXXYIIXXIXY (-0.0014522288272224581+0j)
IIIIIIIIIIIIXIXYYIIYXIXY (-0.0005440356287546859+0j)
IIIIIIIIIIIIXIXXYIZXXIXY (0.0009081931984677723+0j)
IIIIIIIIIIIIIIIIZXYYXIXX (-0.0018024646189213757+0j)
IIIIIIIIIIIIIIIIIXXYYIXX (0.0010983919157182538+0j)
IIIIIIIIIIIIIIIIZYYXXIXX (0.0007040727032031214+0j)
IIIIIIIIIIIIIIIIIYXYYIXY (-0.0007040727032031214+0j)
IIIIIIIIIIIIIIIIZXYXXIXY (0.0010983919157182538+0j)
IIIIIIIIIIIIIIIIIXXXYIXY (-0.0018024646189213757+0j)
IIIIIIIIIIIIZIXXIIXYYIXX (-0.0024580579974989862+0j)
IIIIIIIIIIIIIZYYIIXYYIXX (-0.0013472556827725073+0j)
IIIIIIIIIIIIZIXYIIXXYIXX (0.0011108023147264792+0j)
IIIIIIIIIIIIIZYXIIXYYIXY (-0.0011108023147264792+0j)
IIIIIIIIIIIIZIXXIIXXYIXY (0.0013472556827725073+0j)
IIIIIIIIIIIIIZYYIIXXYIXY (0.0024580579974989862+0j)
IIIIIIIIIIIIIYYZIIXYYIXX (-0.0016763705218049596+0j)
IIIIIIIIIIIIIXXIIIXYYIXX (-0.002843915527649399+0j)
IIIIIIIIIIIIIYXIIIXXYIXX (0.001167545005844439+0j)
IIIIIIIIIIIIIXYZIIXYYIXY (-0.001167545005844439+0j)
IIIIIIIIIIIIIYYZIIXXYIXY (0.002843915527649399+0j)
IIIIIIIIIIIIIXXIIIXXYIXY (0.0016763705218049596+0j)
IIIIIIIIIIZXIIIIIIXYYIXX (0.0009543396384186948+0j)
IIIIIIIIIIIXIIIIIIXYYIXX (-0.0009543396384186948+0j)
IIIIIIIIIIZXIIIIIIXXYIXY (-0.0009543396384186948+0j)
IIIIIIIIIIIXIIIIIIXXYIXY (0.0009543396384186948+0j)
XIIIXIXYYIXXZIIIZIXYYIXX (0.001729204192169617+0j)
XIIIXIXXYIXYZIIIZIXYYIXX (-0.001729204192169617+0j)
XIIIXIXYYIXXZIIIZIXXYIXY (-0.001729204192169617+0j)
XIIIXIXXYIXYZIIIZIXXYIXY (0.001729204192169617+0j)
XYZIZIIIYIXXZIIIZIXYYIXX (0.0010368342680266412+0j)
XXZIZIIIYIXYZIIIZIXYYIXX (-0.0010368342680266412+0j)
XYZIZIIIYIXXZIIIZIXXYIXY (-0.0010368342680266412+0j)
XXZIZIIIYIXYZIIIZIXXYIXY (0.0010368342680266412+0j)
IIIIIIIIIYYZIIIIIIXYYIXX (0.0015057089101495876+0j)
IIIIIIIIIXXIIIIIIIXYYIXX (0.0015057089101495876+0j)
IIIIIIIIIYYZIIIIIIXXYIXY (-0.0015057089101495876+0j)
IIIIIIIIIXXIIIIIIIXXYIXY (-0.0015057089101495876+0j)
XIYIZIIIYIXZZIIIZIXYYIXX (-0.0004302590471735355+0j)
XIXZZIIIYIYIZIIIZIXYYIXX (0.0004302590471735355+0j)
XIYIZIIIYIXZZIIIZIXXYIXY (0.0004302590471735355+0j)
XIXZZIIIYIYIZIIIZIXXYIXY (-0.0004302590471735355+0j)
XIIIXIXYYXZIZIIIZIXYYIXX (0.002394777282103178+0j)
XIIIXIXXYYZIZIIIZIXYYIXX (-0.002394777282103178+0j)
XIIIXIXYYXZIZIIIZIXXYIXY (-0.002394777282103178+0j)
XIIIXIXXYYZIZIIIZIXXYIXY (0.002394777282103178+0j)
XYZIZIIIYXZIZIIIZIXYYIXX (0.0016269122413008973+0j)
XXZIZIIIYYZIZIIIZIXYYIXX (-0.0016269122413008973+0j)
XYZIZIIIYXZIZIIIZIXXYIXY (-0.0016269122413008973+0j)
XXZIZIIIYYZIZIIIZIXXYIXY (0.0016269122413008973+0j)
XIIIXIYIYZZIZIIIZIXYYIXX (0.0014039094734092162+0j)
XIIIXIXZXIIIIIIIIIXYYIXX (0.0014039094734092162+0j)
XIIIXIYIYZZIZIIIZIXXYIXY (-0.0014039094734092162+0j)
XIIIXIXZXIIIIIIIIIXXYIXY (-0.0014039094734092162+0j)
YIIIIIIIYZZIZIIIZIXYYIXX (0.00019760814799263266+0j)
XZZIZIIIXIIIIIIIIIXYYIXX (0.00019760814799263266+0j)
YIIIIIIIYZZIZIIIZIXXYIXY (-0.00019760814799263266+0j)
XZZIZIIIXIIIIIIIIIXXYIXY (-0.00019760814799263266+0j)
IIYIYIXXIIIIIIIIIIXYYIXX (-0.0012178805594916557+0j)
IIXZYIXYIIIIIIIIIIXYYIXX (0.0012178805594916557+0j)
IIYIYIXXIIIIIIIIIIXXYIXY (0.0012178805594916557+0j)
IIXZYIXYIIIIIIIIIIXXYIXY (-0.0012178805594916557+0j)
IIXYYIXZIIIIIIIIIIXYYIXX (-0.0002752414386373568+0j)
IIXXYIYIIIIIIIIIIIXYYIXX (0.0002752414386373568+0j)
IIXYYIXZIIIIIIIIIIXXYIXY (0.0002752414386373568+0j)
IIXXYIYIIIIIIIIIIIXXYIXY (-0.0002752414386373568+0j)
IIIIZXZIIIIIIIIIIIXYYIXX (-0.001268765311582398+0j)
IIIIIXIIIIIIIIIIIIXYYIXX (0.001268765311582398+0j)
IIIIZXZIIIIIIIIIIIXXYIXY (0.001268765311582398+0j)
IIIIIXIIIIIIIIIIIIXXYIXY (-0.001268765311582398+0j)
ZIXXZIIIIIIIIIIIIIXYYIXX (-0.0009467130760892756+0j)
IZYYIIIIIIIIIIIIIIXYYIXX (-0.0009467130760892756+0j)
ZIXXZIIIIIIIIIIIIIXXYIXY (0.0009467130760892756+0j)
IZYYIIIIIIIIIIIIIIXXYIXY (0.0009467130760892756+0j)
IYYZIIIIIIIIIIIIIIXYYIXX (-0.002567840562823359+0j)
IXXIIIIIIIIIIIIIIIXYYIXX (-0.002567840562823359+0j)
IYYZIIIIIIIIIIIIIIXXYIXY (0.002567840562823359+0j)
IXXIIIIIIIIIIIIIIIXXYIXY (0.002567840562823359+0j)
IIIIIIIIIIIIXIYIYIZZXIXX (-0.0008195898500129315+0j)
IIIIIIIIIIIIXIXZYIZZXIXY (0.0008195898500129315+0j)
IIIIIIIIIIIIIYYXIIYIYIXX (0.001834231118337691+0j)
IIIIIIIIIIIIIXYYIIYIYIXX (-0.000821083048740431+0j)
IIIIIIIIIIIIIYYYIIXZYIXX (-0.00101314806959726+0j)
IIIIIIIIIIIIIXYXIIYIYIXY (-0.00101314806959726+0j)
IIIIIIIIIIIIIYYXIIXZYIXY (-0.000821083048740431+0j)
IIIIIIIIIIIIIXYYIIXZYIXY (0.001834231118337691+0j)
IIIIIIIIIIIIZIXZIIYIYIXX (0.00120208517515193+0j)
IIIIIIIIIIIIIZXIIIYIYIXX (-0.002865807095968827+0j)
IIIIIIIIIIIIZIYIIIXZYIXX (0.0016637219208168966+0j)
IIIIIIIIIIIIIZYZIIYIYIXY (-0.0016637219208168966+0j)
IIIIIIIIIIIIZIXZIIXZYIXY (-0.002865807095968827+0j)
IIIIIIIIIIIIIZXIIIXZYIXY (0.00120208517515193+0j)
XIIIXIYIYIXXZIIIZIYIYIXX (0.0010180829590191855+0j)
XIIIXIXZYIXYZIIIZIYIYIXX (-0.0010180829590191855+0j)
XIIIXIYIYIXXZIIIZIXZYIXY (-0.0010180829590191855+0j)
XIIIXIXZYIXYZIIIZIXZYIXY (0.0010180829590191855+0j)
YIIIIIIIYIXXZIIIZIYIYIXX (0.001952096175177944+0j)
XZZIZIIIYIXYZIIIZIYIYIXX (-0.001952096175177944+0j)
YIIIIIIIYIXXZIIIZIXZYIXY (-0.001952096175177944+0j)
XZZIZIIIYIXYZIIIZIXZYIXY (0.001952096175177944+0j)
IIIIIIIIZIXZZIIIZIYIYIXX (-0.0020730440238422164+0j)
IIIIIIIIIZXIIIIIIIYIYIXX (0.0020730440238422164+0j)
IIIIIIIIZIXZZIIIZIXZYIXY (0.0020730440238422164+0j)
IIIIIIIIIZXIIIIIIIXZYIXY (-0.0020730440238422164+0j)
XIXYZIIIYIXZZIIIZIYIYIXX (0.0014605189167073316+0j)
XIXXZIIIYIYIZIIIZIYIYIXX (-0.0014605189167073316+0j)
XIXYZIIIYIXZZIIIZIXZYIXY (-0.0014605189167073316+0j)
XIXXZIIIYIYIZIIIZIXZYIXY (0.0014605189167073316+0j)
XIIIXIYIYXZIZIIIZIYIYIXX (0.0018155740328342689+0j)
XIIIXIXZYYZIZIIIZIYIYIXX (-0.0018155740328342689+0j)
XIIIXIYIYXZIZIIIZIXZYIXY (-0.0018155740328342689+0j)
XIIIXIXZYYZIZIIIZIXZYIXY (0.0018155740328342689+0j)
YIIIIIIIYXZIZIIIZIYIYIXX (0.0011056124418699785+0j)
XZZIZIIIYYZIZIIIZIYIYIXX (-0.0011056124418699785+0j)
YIIIIIIIYXZIZIIIZIXZYIXY (-0.0011056124418699785+0j)
XZZIZIIIYYZIZIIIZIXZYIXY (0.0011056124418699785+0j)
XIIIXIXYYZZIZIIIZIYIYIXX (0.0003410012751701705+0j)
XIIIXIXXXIIIIIIIIIYIYIXX (0.0003410012751701705+0j)
XIIIXIXYYZZIZIIIZIXZYIXY (-0.0003410012751701705+0j)
XIIIXIXXXIIIIIIIIIXZYIXY (-0.0003410012751701705+0j)
XYZIZIIIYZZIZIIIZIYIYIXX (0.00016924783080324746+0j)
XXZIZIIIXIIIIIIIIIYIYIXX (0.00016924783080324746+0j)
XYZIZIIIYZZIZIIIZIXZYIXY (-0.00016924783080324746+0j)
XXZIZIIIXIIIIIIIIIXZYIXY (-0.00016924783080324746+0j)
IIXYYIXXIIIIIIIIIIYIYIXX (-0.0008192770673920428+0j)
IIXXYIXYIIIIIIIIIIYIYIXX (0.0008192770673920428+0j)
IIXYYIXXIIIIIIIIIIXZYIXY (0.0008192770673920428+0j)
IIXXYIXYIIIIIIIIIIXZYIXY (-0.0008192770673920428+0j)
IIYIYIXZIIIIIIIIIIYIYIXX (-0.0003992773712754374+0j)
IIXZYIYIIIIIIIIIIIYIYIXX (0.0003992773712754374+0j)
IIYIYIXZIIIIIIIIIIXZYIXY (0.0003992773712754374+0j)
IIXZYIYIIIIIIIIIIIXZYIXY (-0.0003992773712754374+0j)
IYYXIIIIIIIIIIIIIIYIYIXX (0.0011683260409923212+0j)
IXYYIIIIIIIIIIIIIIYIYIXX (-0.0011683260409923212+0j)
IYYXIIIIIIIIIIIIIIXZYIXY (-0.0011683260409923212+0j)
IXYYIIIIIIIIIIIIIIXZYIXY (0.0011683260409923212+0j)
ZIXZZIIIIIIIIIIIIIYIYIXX (0.0019523212917112536+0j)
IZXIIIIIIIIIIIIIIIYIYIXX (-0.0019523212917112536+0j)
ZIXZZIIIIIIIIIIIIIXZYIXY (-0.0019523212917112536+0j)
IZXIIIIIIIIIIIIIIIXZYIXY (0.0019523212917112536+0j)
IIIIIIIIIIIIXIYIYZIIXIXX (-0.003703550671697832+0j)
IIIIIIIIIIIIXIXZYZIIXIXY (0.003703550671697832+0j)
IIIIIIIIIIIIXYZIYXIIXIXX (-0.002020301773480858+0j)
IIIIIIIIIIIIXXZIXYZIYIXX (-0.00024213358958834197+0j)
IIIIIIIIIIIIXYZIXXZIYIXX (0.0022624353630692+0j)
IIIIIIIIIIIIXXZIYXIIXIXY (0.0022624353630692+0j)
IIIIIIIIIIIIXYZIYYIIXIXY (0.00024213358958834197+0j)
IIIIIIIIIIIIXXZIXXZIYIXY (-0.002020301773480858+0j)
XIIIXYZIYIXXZIIIZYZIYIXX (0.002307300024059867+0j)
XIIIXXZIYIXYZIIIZYZIYIXX (-0.002307300024059867+0j)
XIIIXYZIYIXXZIIIZXZIYIXY (-0.002307300024059867+0j)
XIIIXXZIYIXYZIIIZXZIYIXY (0.002307300024059867+0j)
XIIIYIIIYIXZZIIIZYZIYIXX (0.0028029726330266605+0j)
XIIIXZZIYIYIZIIIZYZIYIXX (-0.0028029726330266605+0j)
XIIIYIIIYIXZZIIIZXZIYIXY (-0.0028029726330266605+0j)
XIIIXZZIYIYIZIIIZXZIYIXY (0.0028029726330266605+0j)
XIIIXYZIYXZIZIIIZYZIYIXX (0.002074963898676892+0j)
XIIIXXZIYYZIZIIIZYZIYIXX (-0.002074963898676892+0j)
XIIIXYZIYXZIZIIIZXZIYIXY (-0.002074963898676892+0j)
XIIIXXZIYYZIZIIIZXZIYIXY (0.002074963898676892+0j)
IIIIZIXXIIIIIIIIIYZIYIXX (-0.00017037339586414388+0j)
IIIIIZYYIIIIIIIIIYZIYIXX (-0.00017037339586414388+0j)
IIIIZIXXIIIIIIIIIXZIYIXY (0.00017037339586414388+0j)
IIIIIZYYIIIIIIIIIXZIYIXY (0.00017037339586414388+0j)
IIYIYXZIIIIIIIIIIYZIYIXX (-0.0024548459483382246+0j)
IIXZYYZIIIIIIIIIIYZIYIXX (0.0024548459483382246+0j)
IIYIYXZIIIIIIIIIIXZIYIXY (0.0024548459483382246+0j)
IIXZYYZIIIIIIIIIIXZIYIXY (-0.0024548459483382246+0j)
IYZIYZZIIIIIIIIIIYZIYIXX (0.0021511117543394197+0j)
IXZIXIIIIIIIIIIIIYZIYIXX (0.0021511117543394197+0j)
IYZIYZZIIIIIIIIIIXZIYIXY (-0.0021511117543394197+0j)
IXZIXIIIIIIIIIIIIXZIYIXY (-0.0021511117543394197+0j)
IIIIIIIIIIIIXIYIXZZIYIXX (-0.005110679868875543+0j)
IIIIIIIIIIIIXIXZXZZIYIXY (0.005110679868875543+0j)
XIIIYIIIYIXXZIIIIIIIXIXX (-0.003431676359697714+0j)
XIIIXZZIYIXYZIIIIIIIXIXX (0.003431676359697714+0j)
XIIIYIIIYIXXZIIIZZZIYIXY (-0.003431676359697714+0j)
XIIIXZZIYIXYZIIIZZZIYIXY (0.003431676359697714+0j)
XIIIXYZIYIXZZIIIIIIIXIXX (-0.004181381547969209+0j)
XIIIXXZIYIYIZIIIIIIIXIXX (0.004181381547969209+0j)
XIIIXYZIYIXZZIIIZZZIYIXY (-0.004181381547969209+0j)
XIIIXXZIYIYIZIIIZZZIYIXY (0.004181381547969209+0j)
XIIIYIIIYXZIZIIIIIIIXIXX (-0.003262983676543107+0j)
XIIIXZZIYYZIZIIIIIIIXIXX (0.003262983676543107+0j)
XIIIYIIIYXZIZIIIZZZIYIXY (-0.003262983676543107+0j)
XIIIXZZIYYZIZIIIZZZIYIXY (0.003262983676543107+0j)
IIIIIYYXIIIIIIIIZIIIXIXX (0.0005336993073389775+0j)
IIIIIXYYIIIIIIIIZIIIXIXX (-0.0005336993073389775+0j)
IIIIIYYXIIIIIIIIIZZIYIXY (0.0005336993073389775+0j)
IIIIIXYYIIIIIIIIIZZIYIXY (-0.0005336993073389775+0j)
IYZIYXZIIIIIIIIIZIIIXIXX (-0.0023932453439277617+0j)
IXZIYYZIIIIIIIIIZIIIXIXX (0.0023932453439277617+0j)
IYZIYXZIIIIIIIIIIZZIYIXY (-0.0023932453439277617+0j)
IXZIYYZIIIIIIIIIIZZIYIXY (0.0023932453439277617+0j)
IIYIYZZIIIIIIIIIZIIIXIXX (0.0037377777269548837+0j)
IIXZXIIIIIIIIIIIZIIIXIXX (0.0037377777269548837+0j)
IIYIYZZIIIIIIIIIIZZIYIXY (0.0037377777269548837+0j)
IIXZXIIIIIIIIIIIIZZIYIXY (0.0037377777269548837+0j)
IIIIIIIIIIIIXIYZYIIIXIXX (-0.0030073641013790646+0j)
IIIIIIIIIIIIXIXIYIIIXIXY (0.0030073641013790646+0j)
IIIIIIIIIIIIYXYYYIIIXIXX (-0.0004706288685044549+0j)
IIIIIIIIIIIIXXXYYIIIXIXX (0.0017692292439713852+0j)
IIIIIIIIIIIIYYYXYIIIXIXX (0.00223985811247584+0j)
IIIIIIIIIIIIXYXYYIIIXIXY (0.00223985811247584+0j)
IIIIIIIIIIIIYXYXYIIIXIXY (-0.0017692292439713852+0j)
IIIIIIIIIIIIXXXXYIIIXIXY (0.0004706288685044549+0j)
IIIIIIIIZIXXYIXYXIIIXIXX (-0.0014880395653088033+0j)
IIIIIIIIIZYYXIXYYIIIXIXX (-0.0014880395653088033+0j)
IIIIIIIIZIXXYIXXXIIIXIXY (0.0014880395653088033+0j)
IIIIIIIIIZYYXIXXYIIIXIXY (0.0014880395653088033+0j)
XIXYZIIIYIXXYIXYXIIIXIXX (0.002066550754577633+0j)
XIXXZIIIYIXYYIXYXIIIXIXX (-0.002066550754577633+0j)
XIXYZIIIYIXXYIXXXIIIXIXY (-0.002066550754577633+0j)
XIXXZIIIYIXYYIXXXIIIXIXY (0.002066550754577633+0j)
XIIIXIYIYIXZYIXYXIIIXIXX (0.0018579579726769916+0j)
XIIIXIXZYIYIYIXYXIIIXIXX (-0.0018579579726769916+0j)
XIIIXIYIYIXZYIXXXIIIXIXY (-0.0018579579726769916+0j)
XIIIXIXZYIYIYIXXXIIIXIXY (0.0018579579726769916+0j)
YIIIIIIIYIXZYIXYXIIIXIXX (0.002025286527915529+0j)
XZZIZIIIYIYIYIXYXIIIXIXX (-0.002025286527915529+0j)
YIIIIIIIYIXZYIXXXIIIXIXY (-0.002025286527915529+0j)
XZZIZIIIYIYIYIXXXIIIXIXY (0.002025286527915529+0j)
IIIIIIIIZXZIYIXYXIIIXIXX (-0.0018650951541505868+0j)
IIIIIIIIIXIIXIXYYIIIXIXX (0.0018650951541505868+0j)
IIIIIIIIZXZIYIXXXIIIXIXY (0.0018650951541505868+0j)
IIIIIIIIIXIIXIXXYIIIXIXY (-0.0018650951541505868+0j)
XIXYZIIIYXZIYIXYXIIIXIXX (0.0008185292059155764+0j)
XIXXZIIIYYZIYIXYXIIIXIXX (-0.0008185292059155764+0j)
XIXYZIIIYXZIYIXXXIIIXIXY (-0.0008185292059155764+0j)
XIXXZIIIYYZIYIXXXIIIXIXY (0.0008185292059155764+0j)
XIYIZIIIYZZIYIXYXIIIXIXX (-0.0008316213231477197+0j)
XIXZZIIIXIIIXIXYYIIIXIXX (-0.0008316213231477197+0j)
XIYIZIIIYZZIYIXXXIIIXIXY (0.0008316213231477197+0j)
XIXZZIIIXIIIXIXXYIIIXIXY (0.0008316213231477197+0j)
IIIIIIZXIIIIXIXYYIIIXIXX (-0.0006329517598304153+0j)
IIIIIIIXIIIIXIXYYIIIXIXX (0.0006329517598304153+0j)
IIIIIIZXIIIIXIXXYIIIXIXY (0.0006329517598304153+0j)
IIIIIIIXIIIIXIXXYIIIXIXY (-0.0006329517598304153+0j)
ZIIIXIXXIIIIXIXYYIIIXIXX (0.0004005426066832318+0j)
IZZIYIXYIIIIXIXYYIIIXIXX (0.0004005426066832318+0j)
ZIIIXIXXIIIIXIXXYIIIXIXY (-0.0004005426066832318+0j)
IZZIYIXYIIIIXIXXYIIIXIXY (-0.0004005426066832318+0j)
IYZIYIXZIIIIXIXYYIIIXIXX (0.00034724299225189045+0j)
IXZIYIYIIIIIXIXYYIIIXIXX (-0.00034724299225189045+0j)
IYZIYIXZIIIIXIXXYIIIXIXY (-0.00034724299225189045+0j)
IXZIYIYIIIIIXIXXYIIIXIXY (0.00034724299225189045+0j)
IIZXIIIIIIIIXIXYYIIIXIXX (0.0018549338804979257+0j)
IIIXIIIIIIIIXIXYYIIIXIXX (-0.0018549338804979257+0j)
IIZXIIIIIIIIXIXXYIIIXIXY (-0.0018549338804979257+0j)
IIIXIIIIIIIIXIXXYIIIXIXY (0.0018549338804979257+0j)
ZXZIZIIIIIIIXIXYYIIIXIXX (-0.0015622520047984324+0j)
IXIIIIIIIIIIXIXYYIIIXIXX (0.0015622520047984324+0j)
ZXZIZIIIIIIIXIXXYIIIXIXY (0.0015622520047984324+0j)
IXIIIIIIIIIIXIXXYIIIXIXY (-0.0015622520047984324+0j)
IIIIIIIIIIIIXZYIYIIIXIXX (-0.001786313438364604+0j)
IIIIIIIIIIIIXZXZYIIIXIXY (0.001786313438364604+0j)
IIIIIIIIIIIIYZXIYIIIXIXX (-0.005145534976479759+0j)
IIIIIIIIIIIIYZYZYIIIXIXY (-0.005145534976479759+0j)
IIIIIIIIIIIZXIYIYIIIXIXX (-0.03942158172958571+0j)
IIIIIIIIIIIZXIXZYIIIXIXY (0.03942158172958571+0j)
IIIIIIIIIYYXXIYIYIIIXIXX (-0.004758596506624634+0j)
IIIIIIIIIXYYXIYIYIIIXIXX (0.004758596506624634+0j)
IIIIIIIIIYYXXIXZYIIIXIXY (0.004758596506624634+0j)
IIIIIIIIIXYYXIXZYIIIXIXY (-0.004758596506624634+0j)
XIYIZIIIYIXXYIYIXIIIXIXX (0.005828951533641423+0j)
XIXZZIIIYIXYYIYIXIIIXIXX (-0.005828951533641423+0j)
XIYIZIIIYIXXYIXZXIIIXIXY (-0.005828951533641423+0j)
XIXZZIIIYIXYYIXZXIIIXIXY (0.005828951533641423+0j)
IIIIIIIIIIZZXIYIYIIIXIXX (-0.0023078344569448755+0j)
IIIIIIIIIIZZXIXZYIIIXIXY (0.0023078344569448755+0j)
XIIIXIXYYIXZYIYIXIIIXIXX (-0.0012674338368724918+0j)
XIIIXIXXYIYIYIYIXIIIXIXX (0.0012674338368724918+0j)
XIIIXIXYYIXZYIXZXIIIXIXY (0.0012674338368724918+0j)
XIIIXIXXYIYIYIXZXIIIXIXY (-0.0012674338368724918+0j)
XYZIZIIIYIXZYIYIXIIIXIXX (0.0006143943515254257+0j)
XXZIZIIIYIYIYIYIXIIIXIXX (-0.0006143943515254257+0j)
XYZIZIIIYIXZYIXZXIIIXIXY (-0.0006143943515254257+0j)
XXZIZIIIYIYIYIXZXIIIXIXY (0.0006143943515254257+0j)
IIIIIIIIIZIIXIYIYIIIXIXX (-0.0006601941035286676+0j)
IIIIIIIIIZIIXIXZYIIIXIXY (0.0006601941035286676+0j)
XIYIZIIIYXZIYIYIXIIIXIXX (-0.0009899346246145205+0j)
XIXZZIIIYYZIYIYIXIIIXIXX (0.0009899346246145205+0j)
XIYIZIIIYXZIYIXZXIIIXIXY (0.0009899346246145205+0j)
XIXZZIIIYYZIYIXZXIIIXIXY (-0.0009899346246145205+0j)
IIIIIIIIZZZIYIYIXIIIXIXX (-0.0006489702617016775+0j)
IIIIIIIIZZZIYIXZXIIIXIXY (0.0006489702617016775+0j)
XIXYZIIIYZZIYIYIXIIIXIXX (0.0009165737449784719+0j)
XIXXZIIIXIIIXIYIYIIIXIXX (0.0009165737449784719+0j)
XIXYZIIIYZZIYIXZXIIIXIXY (-0.0009165737449784719+0j)
XIXXZIIIXIIIXIXZYIIIXIXY (-0.0009165737449784719+0j)
IIIIIIIZIIIIXIYIYIIIXIXX (-0.0011685219845289766+0j)
IIIIIIIZIIIIXIXZYIIIXIXY (0.0011685219845289766+0j)
IYZIYIXXIIIIXIYIYIIIXIXX (0.00027607496482603944+0j)
IXZIYIXYIIIIXIYIYIIIXIXX (-0.00027607496482603944+0j)
IYZIYIXXIIIIXIXZYIIIXIXY (-0.00027607496482603944+0j)
IXZIYIXYIIIIXIXZYIIIXIXY (0.00027607496482603944+0j)
IIIIIIZZIIIIXIYIYIIIXIXX (-0.0004203124787374941+0j)
IIIIIIZZIIIIXIXZYIIIXIXY (0.0004203124787374941+0j)
ZIIIXIXZIIIIXIYIYIIIXIXX (-0.0009134858042575734+0j)
IZZIYIYIIIIIXIYIYIIIXIXX (-0.0009134858042575734+0j)
ZIIIXIXZIIIIXIXZYIIIXIXY (0.0009134858042575734+0j)
IZZIYIYIIIIIXIXZYIIIXIXY (0.0009134858042575734+0j)
IIIIIZIIIIIIXIYIYIIIXIXX (-0.0012487047233596072+0j)
IIIIIZIIIIIIXIXZYIIIXIXY (0.0012487047233596072+0j)
IIIIZZZIIIIIXIYIYIIIXIXX (-0.0013729021419206589+0j)
IIIIZZZIIIIIXIXZYIIIXIXY (0.0013729021419206589+0j)
IIIZIIIIIIIIXIYIYIIIXIXX (-0.0011524302208811388+0j)
IIIZIIIIIIIIXIXZYIIIXIXY (0.0011524302208811388+0j)
IIZZIIIIIIIIXIYIYIIIXIXX (-0.00128093008702514+0j)
IIZZIIIIIIIIXIXZYIIIXIXY (0.00128093008702514+0j)
