Jordan-Wigner mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
IYZZYIIIIIIIIIIIIIIIIIIIIIXX (0.05343130175652833+0j)
IXZZXIIIIIIIIIIIIIIIIIIIIIXX (0.05343130175652833+0j)
IIYYIIIIIIIIIIIIIIIIIIIIIIYY (0.04872932956148974+0j)
IIXXIIIIIIIIIIIIIIIIIIIIIIYY (0.04872932956148974+0j)
IIYYIIIIIIIIIIIIIIIIIIIIIIXX (0.04872932956148974+0j)
IIXXIIIIIIIIIIIIIIIIIIIIIIXX (0.04872932956148974+0j)
YZYIIIIIIIIIIIIIIIIIIIIIIIYY (-0.02525533577471289+0j)
XZXIIIIIIIIIIIIIIIIIIIIIIIYY (-0.02525533577471289+0j)
YZYIIIIIIIIIIIIIIIIIIIIIIIXX (-0.02525533577471289+0j)
XZXIIIIIIIIIIIIIIIIIIIIIIIXX (-0.02525533577471289+0j)
IIIIIIIIIIIIIIIIIIIIIIYZZIZY (0.0019636389740363925+0j)
IIIIIIIIIIIIIIIIIIIIIIXZZIZX (0.0019636389740363925+0j)
IIIIIIIIIIIIIIIIYZZZZZZZZIZY (0.0018911945094064225+0j)
IIIIIIIIIIIIIIIIXZZZZZZZZIZX (0.0018911945094064225+0j)
IIIIIIIIIIIIIIIIIIIIIIIIZYZY (0.0011941265149544862+0j)
IIIIIIIIIIIIIIIIIIIIIIIIZXZX (0.0011941265149544862+0j)
IIIIIIIIIIIIIIIIIYZZZZZZYYZY (-0.0008260003169502966+0j)
IIIIIIIIIIIIIIIIIXZZZZZZXYZY (-0.0004631901775321587+0j)
IIIIIIIIIIIIIIIIIYZZZZZZXXZY (-0.00036281013941813793+0j)
IIIIIIIIIIIIIIIIIXZZZZZZYYZX (-0.00036281013941813793+0j)
IIIIIIIIIIIIIIIIIYZZZZZZYXZX (-0.0004631901775321587+0j)
IIIIIIIIIIIIIIIIIXZZZZZZXXZX (-0.0008260003169502966+0j)
IIIIIIIIIIIIIIYZZZZZZZZZYYZY (0.002894000307599551+0j)
IIIIIIIIIIIIIIXZZZZZZZZZXYZY (0.002032504813768451+0j)
IIIIIIIIIIIIIIYZZZZZZZZZXXZY (0.0008614954938311009+0j)
IIIIIIIIIIIIIIXZZZZZZZZZYYZX (0.0008614954938311009+0j)
IIIIIIIIIIIIIIYZZZZZZZZZYXZX (0.002032504813768451+0j)
IIIIIIIIIIIIIIXZZZZZZZZZXXZX (0.002894000307599551+0j)
IIIIIIIIIIIIIIIIIIIIIIIZIYZY (0.0027408347543803626+0j)
IIIIIIIIIIIIIIIIIIIIIIIZIXZX (0.0027408347543803626+0j)
IIIIIIIIIIIIIIIIIIYZZZZYIYZY (-0.003278371810179915+0j)
IIIIIIIIIIIIIIIIIIXZZZZXIYZY (-0.002045980901191115+0j)
IIIIIIIIIIIIIIIIIIYZZZZXIXZY (-0.0012323909089888+0j)
IIIIIIIIIIIIIIIIIIXZZZZYIYZX (-0.0012323909089888+0j)
IIIIIIIIIIIIIIIIIIYZZZZYIXZX (-0.002045980901191115+0j)
IIIIIIIIIIIIIIIIIIXZZZZXIXZX (-0.003278371810179915+0j)
IIIIIIIIIIIIIIIIIIIIIIZIIYZY (0.003992938347817158+0j)
IIIIIIIIIIIIIIIIIIIIIIZIIXZX (0.003992938347817158+0j)
IIIIIIIIIIIIIIIIYZZZZZYIIYZY (-0.003602673852903523+0j)
IIIIIIIIIIIIIIIIXZZZZZXIIYZY (-0.0017904731970764289+0j)
IIIIIIIIIIIIIIIIYZZZZZXIIXZY (-0.0018122006558270935+0j)
IIIIIIIIIIIIIIIIXZZZZZYIIYZX (-0.0018122006558270935+0j)
IIIIIIIIIIIIIIIIYZZZZZYIIXZX (-0.0017904731970764289+0j)
IIIIIIIIIIIIIIIIXZZZZZXIIXZX (-0.003602673852903523+0j)
IIIIIIIIIIIIIIIIIIIIIZIIIYZY (0.001994752992020561+0j)
IIIIIIIIIIIIIIIIIIIIIZIIIXZX (0.001994752992020561+0j)
IIIIIIIIIIIIIIIYZZZZZYIIIYZY (-0.0032071983531155703+0j)
IIIIIIIIIIIIIIIXZZZZZXIIIYZY (-0.002205854231104582+0j)
IIIIIIIIIIIIIIIYZZZZZXIIIXZY (-0.001001344122010989+0j)
IIIIIIIIIIIIIIIXZZZZZYIIIYZX (-0.001001344122010989+0j)
IIIIIIIIIIIIIIIYZZZZZYIIIXZX (-0.002205854231104582+0j)
IIIIIIIIIIIIIIIXZZZZZXIIIXZX (-0.0032071983531155703+0j)
IIIIIIIIIIIIIIIIIIIIZIIIIYZY (0.004522056396431708+0j)
IIIIIIIIIIIIIIIIIIIIZIIIIXZX (0.004522056396431708+0j)
IIIIIIIIIIIIIIIIIIIZIIIIIYZY (0.004754542187840551+0j)
IIIIIIIIIIIIIIIIIIIZIIIIIXZX (0.004754542187840551+0j)
IIIIIIIIIIIIIIIIIIZIIIIIIYZY (0.0028703010299860423+0j)
IIIIIIIIIIIIIIIIIIZIIIIIIXZX (0.0028703010299860423+0j)
IIIIIIIIIIIIIIIIIZIIIIIIIYZY (0.0006045565602355136+0j)
IIIIIIIIIIIIIIIIIZIIIIIIIXZX (0.0006045565602355136+0j)
IIIIIIIIIIIIIIYZZYIIIIIIIYZY (0.0012593149683562982+0j)
IIIIIIIIIIIIIIXZZXIIIIIIIYZY (0.0017245293999978806+0j)
IIIIIIIIIIIIIIYZZXIIIIIIIXZY (-0.0004652144316415821+0j)
IIIIIIIIIIIIIIXZZYIIIIIIIYZX (-0.0004652144316415821+0j)
IIIIIIIIIIIIIIYZZYIIIIIIIXZX (0.0017245293999978806+0j)
IIIIIIIIIIIIIIXZZXIIIIIIIXZX (0.0012593149683562982+0j)
IIIIIIIIIIIIIIIIZIIIIIIIIYZY (0.0019272699721709589+0j)
IIIIIIIIIIIIIIIIZIIIIIIIIXZX (0.0019272699721709589+0j)
IIIIIIIIIIIIIIIZIIIIIIIIIYZY (0.004184734878504739+0j)
IIIIIIIIIIIIIIIZIIIIIIIIIXZX (0.004184734878504739+0j)
IIIIIIIIIIIIIIZIIIIIIIIIIYZY (0.0043663903776252014+0j)
IIIIIIIIIIIIIIZIIIIIIIIIIXZX (0.0043663903776252014+0j)
IIIIIIIIIIIIIZIIIIIIIIIIIYZY (0.04159166901759588+0j)
IIIIIIIIIIIIIZIIIIIIIIIIIXZX (0.04159166901759588+0j)
IIIIIIIIIIIYZYIIIIIIIIIIIYZY (0.006400619296891301+0j)
IIIIIIIIIIIXZXIIIIIIIIIIIYZY (0.006400619296891301+0j)
IIIIIIIIIIIYZYIIIIIIIIIIIXZX (0.006400619296891301+0j)
IIIIIIIIIIIXZXIIIIIIIIIIIXZX (0.006400619296891301+0j)
IIIIIIIIYZZZZYIIIIIIIIIIIYZY (-0.0009995096562059852+0j)
IIIIIIIIXZZZZXIIIIIIIIIIIYZY (-0.0009995096562059852+0j)
IIIIIIIIYZZZZYIIIIIIIIIIIXZX (-0.0009995096562059852+0j)
IIIIIIIIXZZZZXIIIIIIIIIIIXZX (-0.0009995096562059852+0j)
IIYZZZZZZZZZZYIIIIIIIIIIIYZY (0.003938952614773277+0j)
IIXZZZZZZZZZZXIIIIIIIIIIIYZY (0.003938952614773277+0j)
IIYZZZZZZZZZZYIIIIIIIIIIIXZX (0.003938952614773277+0j)
IIXZZZZZZZZZZXIIIIIIIIIIIXZX (0.003938952614773277+0j)
IIIIIIIIIIIIZIIIIIIIIIIIIYZY (0.04155776333848659+0j)
IIIIIIIIIIIIZIIIIIIIIIIIIXZX (0.04155776333848659+0j)
IIIIIIIIIIYZYIIIIIIIIIIIIYZY (0.004581540185816901+0j)
IIIIIIIIIIXZXIIIIIIIIIIIIYZY (0.004581540185816901+0j)
IIIIIIIIIIYZYIIIIIIIIIIIIXZX (0.004581540185816901+0j)
IIIIIIIIIIXZXIIIIIIIIIIIIXZX (0.004581540185816901+0j)
IIIYZZZZZZZZYIIIIIIIIIIIIYZY (0.005807045566576547+0j)
IIIXZZZZZZZZXIIIIIIIIIIIIYZY (0.005807045566576547+0j)
IIIYZZZZZZZZYIIIIIIIIIIIIXZX (0.005807045566576547+0j)
IIIXZZZZZZZZXIIIIIIIIIIIIXZX (0.005807045566576547+0j)
YZZZZZZZZZZZYIIIIIIIIIIIIYZY (0.00470044668610537+0j)
XZZZZZZZZZZZXIIIIIIIIIIIIYZY (0.00470044668610537+0j)
YZZZZZZZZZZZYIIIIIIIIIIIIXZX (0.00470044668610537+0j)
XZZZZZZZZZZZXIIIIIIIIIIIIXZX (0.00470044668610537+0j)
IIIIIIIIIIIZIIIIIIIIIIIIIYZY (0.0010866517689036121+0j)
IIIIIIIIIIIZIIIIIIIIIIIIIXZX (0.0010866517689036121+0j)
IIIIIIIIYZZYIIIIIIIIIIIIIYZY (-0.0005524486014858305+0j)
IIIIIIIIXZZXIIIIIIIIIIIIIYZY (-0.0005524486014858305+0j)
IIIIIIIIYZZYIIIIIIIIIIIIIXZX (-0.0005524486014858305+0j)
IIIIIIIIXZZXIIIIIIIIIIIIIXZX (-0.0005524486014858305+0j)
IIYZZZZZZZZYIIIIIIIIIIIIIYZY (-0.0012466347809339648+0j)
IIXZZZZZZZZXIIIIIIIIIIIIIYZY (-0.0012466347809339648+0j)
IIYZZZZZZZZYIIIIIIIIIIIIIXZX (-0.0012466347809339648+0j)
IIXZZZZZZZZXIIIIIIIIIIIIIXZX (-0.0012466347809339648+0j)
IIIIIIIIIIZIIIIIIIIIIIIIIYZY (0.0015409722202014973+0j)
IIIIIIIIIIZIIIIIIIIIIIIIIXZX (0.0015409722202014973+0j)
IIIYZZZZZZYIIIIIIIIIIIIIIYZY (-0.0015053844995689734+0j)
IIIXZZZZZZXIIIIIIIIIIIIIIYZY (-0.0015053844995689734+0j)
IIIYZZZZZZYIIIIIIIIIIIIIIXZX (-0.0015053844995689734+0j)
IIIXZZZZZZXIIIIIIIIIIIIIIXZX (-0.0015053844995689734+0j)
YZZZZZZZZZYIIIIIIIIIIIIIIYZY (0.0002389258021598538+0j)
XZZZZZZZZZXIIIIIIIIIIIIIIYZY (0.0002389258021598538+0j)
YZZZZZZZZZYIIIIIIIIIIIIIIXZX (0.0002389258021598538+0j)
XZZZZZZZZZXIIIIIIIIIIIIIIXZX (0.0002389258021598538+0j)
IIIIIIIIIZIIIIIIIIIIIIIIIYZY (0.00047532114252982845+0j)
IIIIIIIIIZIIIIIIIIIIIIIIIXZX (0.00047532114252982845+0j)
IIIIYZZZZYIIIIIIIIIIIIIIIYZY (-0.00042381057361814495+0j)
IIIIXZZZZXIIIIIIIIIIIIIIIYZY (-0.00042381057361814495+0j)
IIIIYZZZZYIIIIIIIIIIIIIIIXZX (-0.00042381057361814495+0j)
IIIIXZZZZXIIIIIIIIIIIIIIIXZX (-0.00042381057361814495+0j)
IIIIIIIIZIIIIIIIIIIIIIIIIYZY (0.0005805062106308776+0j)
IIIIIIIIZIIIIIIIIIIIIIIIIXZX (0.0005805062106308776+0j)
IIYZZZZZYIIIIIIIIIIIIIIIIYZY (-0.00079623596040713+0j)
IIXZZZZZXIIIIIIIIIIIIIIIIYZY (-0.00079623596040713+0j)
IIYZZZZZYIIIIIIIIIIIIIIIIXZX (-0.00079623596040713+0j)
IIXZZZZZXIIIIIIIIIIIIIIIIXZX (-0.00079623596040713+0j)
IIIIIIIZIIIIIIIIIIIIIIIIIYZY (0.0006022732434284607+0j)
IIIIIIIZIIIIIIIIIIIIIIIIIXZX (0.0006022732434284607+0j)
IYZZZZZYIIIIIIIIIIIIIIIIIYZY (-0.000759259487360459+0j)
IXZZZZZXIIIIIIIIIIIIIIIIIYZY (-0.000759259487360459+0j)
IYZZZZZYIIIIIIIIIIIIIIIIIXZX (-0.000759259487360459+0j)
IXZZZZZXIIIIIIIIIIIIIIIIIXZX (-0.000759259487360459+0j)
IIIIIIZIIIIIIIIIIIIIIIIIIYZY (0.0008216917419701811+0j)
IIIIIIZIIIIIIIIIIIIIIIIIIXZX (0.0008216917419701811+0j)
IIIIIZIIIIIIIIIIIIIIIIIIIYZY (0.0015066969738090907+0j)
IIIIIZIIIIIIIIIIIIIIIIIIIXZX (0.0015066969738090907+0j)
IIIIZIIIIIIIIIIIIIIIIIIIIYZY (0.0007497853094172974+0j)
IIIIZIIIIIIIIIIIIIIIIIIIIXZX (0.0007497853094172974+0j)
IIIZIIIIIIIIIIIIIIIIIIIIIYZY (0.0018714910247634863+0j)
IIIZIIIIIIIIIIIIIIIIIIIIIXZX (0.0018714910247634863+0j)
YZZYIIIIIIIIIIIIIIIIIIIIIYZY (8.5964418019188e-07+0j)
XZZXIIIIIIIIIIIIIIIIIIIIIYZY (8.5964418019188e-07+0j)
YZZYIIIIIIIIIIIIIIIIIIIIIXZX (8.5964418019188e-07+0j)
XZZXIIIIIIIIIIIIIIIIIIIIIXZX (8.5964418019188e-07+0j)
IIZIIIIIIIIIIIIIIIIIIIIIIYZY (0.0018617570293533521+0j)
IIZIIIIIIIIIIIIIIIIIIIIIIXZX (0.0018617570293533521+0j)
IZIIIIIIIIIIIIIIIIIIIIIIIYZY (0.0015518749663012775+0j)
IZIIIIIIIIIIIIIIIIIIIIIIIXZX (0.0015518749663012775+0j)
ZIIIIIIIIIIIIIIIIIIIIIIIIYZY (0.00217889052522721+0j)
ZIIIIIIIIIIIIIIIIIIIIIIIIXZX (0.00217889052522721+0j)
IIIIIIIIIIIIIIIIIIIIIIYZIZZY (-0.0006453938135316233+0j)
IIIIIIIIIIIIIIIIIIIIIIXZIZZX (-0.0006453938135316233+0j)
IIIIIIIIIIIIIIIIYZZZZZZZIZZY (-0.0005047130649931577+0j)
IIIIIIIIIIIIIIIIXZZZZZZZIZZX (-0.0005047130649931577+0j)
IIIIIIIIIIIIIIIIIIIIIYZYYZZY (-0.0013118949909981731+0j)
IIIIIIIIIIIIIIIIIIIIIXZXYZZY (-0.001791089745757487+0j)
IIIIIIIIIIIIIIIIIIIIIYZXXZZY (0.0004791947547593137+0j)
IIIIIIIIIIIIIIIIIIIIIXZYYZZX (0.0004791947547593137+0j)
IIIIIIIIIIIIIIIIIIIIIYZYXZZX (-0.001791089745757487+0j)
IIIIIIIIIIIIIIIIIIIIIXZXXZZX (-0.0013118949909981731+0j)
IIIIIIIIIIIIIIIYZZZZZZZYYZZY (-0.003144244195337647+0j)
IIIIIIIIIIIIIIIXZZZZZZZXYZZY (-0.0018247051562445458+0j)
IIIIIIIIIIIIIIIYZZZZZZZXXZZY (-0.0013195390390931022+0j)
IIIIIIIIIIIIIIIXZZZZZZZYYZZX (-0.0013195390390931022+0j)
IIIIIIIIIIIIIIIYZZZZZZZYXZZX (-0.0018247051562445458+0j)
IIIIIIIIIIIIIIIXZZZZZZZXXZZX (-0.003144244195337647+0j)
IIIIIIIIIIIIIIIIIYZZZZYIYZZY (-3.5699439815319647e-05+0j)
IIIIIIIIIIIIIIIIIXZZZZXIYZZY (-0.00028815000497194607+0j)
IIIIIIIIIIIIIIIIIYZZZZXIXZZY (0.00025245056515662645+0j)
IIIIIIIIIIIIIIIIIXZZZZYIYZZX (0.00025245056515662645+0j)
IIIIIIIIIIIIIIIIIYZZZZYIXZZX (-0.00028815000497194607+0j)
IIIIIIIIIIIIIIIIIXZZZZXIXZZX (-3.5699439815319647e-05+0j)
IIIIIIIIIIIIIIYZZZZZZZYIYZZY (0.004698320929799772+0j)
IIIIIIIIIIIIIIXZZZZZZZXIYZZY (0.0028195929469326765+0j)
IIIIIIIIIIIIIIYZZZZZZZXIXZZY (0.0018787279828670958+0j)
IIIIIIIIIIIIIIXZZZZZZZYIYZZX (0.0018787279828670958+0j)
IIIIIIIIIIIIIIYZZZZZZZYIXZZX (0.0028195929469326765+0j)
IIIIIIIIIIIIIIXZZZZZZZXIXZZX (0.004698320929799772+0j)
IIIIIIIIIIIIIIIIIIYZZYIIYZZY (-0.00298164715807295+0j)
IIIIIIIIIIIIIIIIIIXZZXIIYZZY (-0.0012166270173866462+0j)
IIIIIIIIIIIIIIIIIIYZZXIIXZZY (-0.0017650201406863028+0j)
IIIIIIIIIIIIIIIIIIXZZYIIYZZX (-0.0017650201406863028+0j)
IIIIIIIIIIIIIIIIIIYZZYIIXZZX (-0.0012166270173866462+0j)
IIIIIIIIIIIIIIIIIIXZZXIIXZZX (-0.00298164715807295+0j)
IIIIIIIIIIIIIIIIIIIYYIIIYZZY (0.002980545771971477+0j)
IIIIIIIIIIIIIIIIIIIXXIIIYZZY (0.0033499352175445497+0j)
IIIIIIIIIIIIIIIIIIIYXIIIXZZY (-0.00036938944557307325+0j)
IIIIIIIIIIIIIIIIIIIXYIIIYZZX (-0.00036938944557307325+0j)
IIIIIIIIIIIIIIIIIIIYYIIIXZZX (0.0033499352175445497+0j)
IIIIIIIIIIIIIIIIIIIXXIIIXZZX (0.002980545771971477+0j)
IIIIIIIIIIIIIIIYZZYIIIIIYZZY (-0.0017154000957741065+0j)
IIIIIIIIIIIIIIIXZZXIIIIIYZZY (-0.002124525837006175+0j)
IIIIIIIIIIIIIIIYZZXIIIIIXZZY (0.0004091257412320681+0j)
IIIIIIIIIIIIIIIXZZYIIIIIYZZX (0.0004091257412320681+0j)
IIIIIIIIIIIIIIIYZZYIIIIIXZZX (-0.002124525837006175+0j)
IIIIIIIIIIIIIIIXZZXIIIIIXZZX (-0.0017154000957741065+0j)
IIIIIIIIIIIIIIIIYYIIIIIIYZZY (0.00032475785800554325+0j)
IIIIIIIIIIIIIIIIXXIIIIIIYZZY (0.0005226829709682867+0j)
IIIIIIIIIIIIIIIIYXIIIIIIXZZY (-0.00019792511296274343+0j)
IIIIIIIIIIIIIIIIXYIIIIIIYZZX (-0.00019792511296274343+0j)
IIIIIIIIIIIIIIIIYYIIIIIIXZZX (0.0005226829709682867+0j)
IIIIIIIIIIIIIIIIXXIIIIIIXZZX (0.00032475785800554325+0j)
IIIIIIIIIIIIIIYZYIIIIIIIYZZY (0.002682022470166945+0j)
IIIIIIIIIIIIIIXZXIIIIIIIYZZY (0.0012607377828541568+0j)
IIIIIIIIIIIIIIYZXIIIIIIIXZZY (0.0014212846873127875+0j)
IIIIIIIIIIIIIIXZYIIIIIIIYZZX (0.0014212846873127875+0j)
IIIIIIIIIIIIIIYZYIIIIIIIXZZX (0.0012607377828541568+0j)
IIIIIIIIIIIIIIXZXIIIIIIIXZZX (0.002682022470166945+0j)
IIIIIIIIIIIIYYIIIIIIIIIIYZZY (-0.0312185817889179+0j)
IIIIIIIIIIIIXXIIIIIIIIIIYZZY (-0.0312185817889179+0j)
IIIIIIIIIIIIYYIIIIIIIIIIXZZX (-0.0312185817889179+0j)
IIIIIIIIIIIIXXIIIIIIIIIIXZZX (-0.0312185817889179+0j)
IIIIIIIIIIYZZYIIIIIIIIIIYZZY (0.003908894322886689+0j)
IIIIIIIIIIXZZXIIIIIIIIIIYZZY (0.003908894322886689+0j)
IIIIIIIIIIYZZYIIIIIIIIIIXZZX (0.003908894322886689+0j)
IIIIIIIIIIXZZXIIIIIIIIIIXZZX (0.003908894322886689+0j)
IIIYZZZZZZZZZYIIIIIIIIIIYZZY (0.004740933550761058+0j)
IIIXZZZZZZZZZXIIIIIIIIIIYZZY (0.004740933550761058+0j)
IIIYZZZZZZZZZYIIIIIIIIIIXZZX (0.004740933550761058+0j)
IIIXZZZZZZZZZXIIIIIIIIIIXZZX (0.004740933550761058+0j)
YZZZZZZZZZZZZYIIIIIIIIIIYZZY (0.001830768924985267+0j)
XZZZZZZZZZZZZXIIIIIIIIIIYZZY (0.001830768924985267+0j)
YZZZZZZZZZZZZYIIIIIIIIIIXZZX (0.001830768924985267+0j)
XZZZZZZZZZZZZXIIIIIIIIIIXZZX (0.001830768924985267+0j)
IIIIIIIIIIIYYIIIIIIIIIIIYZZY (0.004596653157983626+0j)
IIIIIIIIIIIXXIIIIIIIIIIIYZZY (0.004596653157983626+0j)
IIIIIIIIIIIYYIIIIIIIIIIIXZZX (0.004596653157983626+0j)
IIIIIIIIIIIXXIIIIIIIIIIIXZZX (0.004596653157983626+0j)
IIIIIIIIYZZZYIIIIIIIIIIIYZZY (0.0002856203659304765+0j)
IIIIIIIIXZZZXIIIIIIIIIIIYZZY (0.0002856203659304765+0j)
IIIIIIIIYZZZYIIIIIIIIIIIXZZX (0.0002856203659304765+0j)
IIIIIIIIXZZZXIIIIIIIIIIIXZZX (0.0002856203659304765+0j)
IIYZZZZZZZZZYIIIIIIIIIIIYZZY (0.003857987263429122+0j)
IIXZZZZZZZZZXIIIIIIIIIIIYZZY (0.003857987263429122+0j)
IIYZZZZZZZZZYIIIIIIIIIIIXZZX (0.003857987263429122+0j)
IIXZZZZZZZZZXIIIIIIIIIIIXZZX (0.003857987263429122+0j)
IIIIIIIIIIYYIIIIIIIIIIIIYZZY (-0.00034684570524701105+0j)
IIIIIIIIIIXXIIIIIIIIIIIIYZZY (-0.00034684570524701105+0j)
IIIIIIIIIIYYIIIIIIIIIIIIXZZX (-0.00034684570524701105+0j)
IIIIIIIIIIXXIIIIIIIIIIIIXZZX (-0.00034684570524701105+0j)
IIIYZZZZZZZYIIIIIIIIIIIIYZZY (-0.0010421943220368152+0j)
IIIXZZZZZZZXIIIIIIIIIIIIYZZY (-0.0010421943220368152+0j)
IIIYZZZZZZZYIIIIIIIIIIIIXZZX (-0.0010421943220368152+0j)
IIIXZZZZZZZXIIIIIIIIIIIIXZZX (-0.0010421943220368152+0j)
YZZZZZZZZZZYIIIIIIIIIIIIYZZY (-0.0017935790116085976+0j)
XZZZZZZZZZZXIIIIIIIIIIIIYZZY (-0.0017935790116085976+0j)
YZZZZZZZZZZYIIIIIIIIIIIIXZZX (-0.0017935790116085976+0j)
XZZZZZZZZZZXIIIIIIIIIIIIXZZX (-0.0017935790116085976+0j)
IIIIIIIIYZYIIIIIIIIIIIIIYZZY (0.0007544375949955231+0j)
IIIIIIIIXZXIIIIIIIIIIIIIYZZY (0.0007544375949955231+0j)
IIIIIIIIYZYIIIIIIIIIIIIIXZZX (0.0007544375949955231+0j)
IIIIIIIIXZXIIIIIIIIIIIIIXZZX (0.0007544375949955231+0j)
IIYZZZZZZZYIIIIIIIIIIIIIYZZY (-0.00026031307089060244+0j)
IIXZZZZZZZXIIIIIIIIIIIIIYZZY (-0.00026031307089060244+0j)
IIYZZZZZZZYIIIIIIIIIIIIIXZZX (-0.00026031307089060244+0j)
IIXZZZZZZZXIIIIIIIIIIIIIXZZX (-0.00026031307089060244+0j)
IIIIIIIYZYIIIIIIIIIIIIIIYZZY (0.00013459239778295079+0j)
IIIIIIIXZXIIIIIIIIIIIIIIYZZY (0.00013459239778295079+0j)
IIIIIIIYZYIIIIIIIIIIIIIIXZZX (0.00013459239778295079+0j)
IIIIIIIXZXIIIIIIIIIIIIIIXZZX (0.00013459239778295079+0j)
IYZZZZZZZYIIIIIIIIIIIIIIYZZY (-0.0006550290627325012+0j)
IXZZZZZZZXIIIIIIIIIIIIIIYZZY (-0.0006550290627325012+0j)
IYZZZZZZZYIIIIIIIIIIIIIIXZZX (-0.0006550290627325012+0j)
IXZZZZZZZXIIIIIIIIIIIIIIXZZX (-0.0006550290627325012+0j)
IIIYZZZZYIIIIIIIIIIIIIIIYZZY (0.0004066341931740135+0j)
IIIXZZZZXIIIIIIIIIIIIIIIYZZY (0.0004066341931740135+0j)
IIIYZZZZYIIIIIIIIIIIIIIIXZZX (0.0004066341931740135+0j)
IIIXZZZZXIIIIIIIIIIIIIIIXZZX (0.0004066341931740135+0j)
YZZZZZZZYIIIIIIIIIIIIIIIYZZY (0.0010045999839268795+0j)
XZZZZZZZXIIIIIIIIIIIIIIIYZZY (0.0010045999839268795+0j)
YZZZZZZZYIIIIIIIIIIIIIIIXZZX (0.0010045999839268795+0j)
XZZZZZZZXIIIIIIIIIIIIIIIXZZX (0.0010045999839268795+0j)
IIIIYZZYIIIIIIIIIIIIIIIIYZZY (-0.000623031059951927+0j)
IIIIXZZXIIIIIIIIIIIIIIIIYZZY (-0.000623031059951927+0j)
IIIIYZZYIIIIIIIIIIIIIIIIXZZX (-0.000623031059951927+0j)
IIIIXZZXIIIIIIIIIIIIIIIIXZZX (-0.000623031059951927+0j)
IIIIIYYIIIIIIIIIIIIIIIIIYZZY (0.0005518709645790823+0j)
IIIIIXXIIIIIIIIIIIIIIIIIYZZY (0.0005518709645790823+0j)
IIIIIYYIIIIIIIIIIIIIIIIIXZZX (0.0005518709645790823+0j)
IIIIIXXIIIIIIIIIIIIIIIIIXZZX (0.0005518709645790823+0j)
IYZZYIIIIIIIIIIIIIIIIIIIYZZY (-0.0006407820513578654+0j)
IXZZXIIIIIIIIIIIIIIIIIIIYZZY (-0.0006407820513578654+0j)
IYZZYIIIIIIIIIIIIIIIIIIIXZZX (-0.0006407820513578654+0j)
IXZZXIIIIIIIIIIIIIIIIIIIXZZX (-0.0006407820513578654+0j)
IIYYIIIIIIIIIIIIIIIIIIIIYZZY (-5.30179923317602e-05+0j)
IIXXIIIIIIIIIIIIIIIIIIIIYZZY (-5.30179923317602e-05+0j)
IIYYIIIIIIIIIIIIIIIIIIIIXZZX (-5.30179923317602e-05+0j)
IIXXIIIIIIIIIIIIIIIIIIIIXZZX (-5.30179923317602e-05+0j)
YZYIIIIIIIIIIIIIIIIIIIIIYZZY (-0.00035027962301186074+0j)
XZXIIIIIIIIIIIIIIIIIIIIIYZZY (-0.00035027962301186074+0j)
YZYIIIIIIIIIIIIIIIIIIIIIXZZX (-0.00035027962301186074+0j)
XZXIIIIIIIIIIIIIIIIIIIIIXZZX (-0.00035027962301186074+0j)
IIIIIIIIIIIIIIIIIIIIIIYIZZZY (0.0007452601965299669+0j)
IIIIIIIIIIIIIIIIIIIIIIXIZZZX (0.0007452601965299669+0j)
IIIIIIIIIIIIIIIIYZZZZZZIZZZY (0.000921285193729777+0j)
IIIIIIIIIIIIIIIIXZZZZZZIZZZX (0.000921285193729777+0j)
IIIIIIIIIIIIIIIIIIYZZZYYZZZY (-0.0012237967087437812+0j)
IIIIIIIIIIIIIIIIIIXZZZXYZZZY (0.0001236040528911284+0j)
IIIIIIIIIIIIIIIIIIYZZZXXZZZY (-0.00134740076163491+0j)
IIIIIIIIIIIIIIIIIIXZZZYYZZZX (-0.00134740076163491+0j)
IIIIIIIIIIIIIIIIIIYZZZYXZZZX (0.0001236040528911284+0j)
IIIIIIIIIIIIIIIIIIXZZZXXZZZX (-0.0012237967087437812+0j)
IIIIIIIIIIIIIIIIIYZZZYIYZZZY (0.000507095507592599+0j)
IIIIIIIIIIIIIIIIIXZZZXIYZZZY (-0.0001817361656050196+0j)
IIIIIIIIIIIIIIIIIYZZZXIXZZZY (0.0006888316731976185+0j)
IIIIIIIIIIIIIIIIIXZZZYIYZZZX (0.0006888316731976185+0j)
IIIIIIIIIIIIIIIIIYZZZYIXZZZX (-0.0001817361656050196+0j)
IIIIIIIIIIIIIIIIIXZZZXIXZZZX (0.000507095507592599+0j)
IIIIIIIIIIIIIIYZZZZZZYIYZZZY (0.003074242297719132+0j)
IIIIIIIIIIIIIIXZZZZZZXIYZZZY (0.00017653156172173952+0j)
IIIIIIIIIIIIIIYZZZZZZXIXZZZY (0.0028977107359973928+0j)
IIIIIIIIIIIIIIXZZZZZZYIYZZZX (0.0028977107359973928+0j)
IIIIIIIIIIIIIIYZZZZZZYIXZZZX (0.00017653156172173952+0j)
IIIIIIIIIIIIIIXZZZZZZXIXZZZX (0.003074242297719132+0j)
IIIIIIIIIIIIIIIIYZYIIIIYZZZY (0.002531162487640066+0j)
IIIIIIIIIIIIIIIIXZXIIIIYZZZY (0.0010373792196773236+0j)
IIIIIIIIIIIIIIIIYZXIIIIXZZZY (0.001493783267962743+0j)
