Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-61.68813609254261+0j)
XXYYYYXIXZZIIIIIII (0.00021441033412769424+0j)
XYYYYXXIXZZIIIIIII (-2.4708508354229847e-05+0j)
XXYXYYXIYIZIIIIIII (-2.4708508354229847e-05+0j)
XYYXYXXIYIZIIIIIII (0.00021441033412769424+0j)
XXYYYXXIYIZIIIIIII (-0.0001897018257734644+0j)
YIYXYYXIXZZIIIIIII (-0.003874948439889847+0j)
XZYYYYXIXZZIIIIIII (0.004379657319252782+0j)
YIYYYXXIXZZIIIIIII (-0.0005047088793629344+0j)
XZYXYYXIYIZIIIIIII (-0.0005047088793629344+0j)
YIYXYXXIYIZIIIIIII (0.004379657319252782+0j)
XZYYYXXIYIZIIIIIII (-0.003874948439889847+0j)
IIZIZZXIXZZIIIIIII (0.002829988029188357+0j)
IIIZIZYIYIIIIIIIII (0.002829988029188357+0j)
IIZZIIXIXZZIIIIIII (0.002829988029188358+0j)
IIIIZIYIYIIIIIIIII (0.002829988029188358+0j)
IZZIIIXIXZZIIIIIII (0.0028452615066167824+0j)
IZIZZIYIYIIIIIIIII (0.0028452615066167824+0j)
ZZZIIIXIXZZIIIIIII (0.002845261506616783+0j)
ZZIZZIYIYIIIIIIIII (0.002845261506616783+0j)
IIIIIIZIZIIIIIIIII (0.16139357723513922+0j)
IIZIIIXIZIZIIIIIII (0.017313723583356075+0j)
IIIZZIXZIIIIIIIIII (-0.017313723583356075+0j)
IIIIIZIZIIIIIIIIII (0.13998965662073307+0j)
IIIIZZIZIIIIIIIIII (0.14887799830660978+0j)
IIIZIIIZIIIIIIIIII (0.14887799830660986+0j)
IIZZZIZZIIZIIIIIII (0.151145558658165+0j)
IZIIIIIZIIIIIIIIII (0.15629507022563355+0j)
ZZIIIIIZIIIIIIIIII (0.1562950702256336+0j)
IIIIXYXYIIIIIIIIII (0.001756703381653946+0j)
IIIIXXXXIIIIIIIIII (0.001756703381653946+0j)
IIZIXXIXZIZIIIIIII (0.00339244774415246+0j)
IIIZYYZXZIIIIIIIII (0.0040647357623166454+0j)
IIZIXYZYIIZIIIIIII (-0.0006722880181641856+0j)
IIIZYXZYZIIIIIIIII (-0.0006722880181641856+0j)
IIZIXXZXIIZIIIIIII (-0.0040647357623166454+0j)
IIIZYYIXIIIIIIIIII (-0.00339244774415246+0j)
XYYIXZIXZIZIIIIIII (0.0065461810240101045+0j)
XXYIYIIXZIZIIIIIII (-0.00486595770705341+0j)
XYYIYIZYIIZIIIIIII (0.0016802233169566942+0j)
XXYIXZIYZIZIIIIIII (-0.0016802233169566942+0j)
XYYIXZZXIIZIIIIIII (-0.00486595770705341+0j)
XXYIYIZXIIZIIIIIII (0.0065461810240101045+0j)
YIYIXZIXZIZIIIIIII (-0.00032047458472341287+0j)
XZYIYIIXZIZIIIIIII (0.0002382176370818348+0j)
YIYIYIZYIIZIIIIIII (-8.225694764157801e-05+0j)
XZYIXZIYZIZIIIIIII (8.225694764157801e-05+0j)
YIYIXZZXIIZIIIIIII (0.0002382176370818348+0j)
XZYIYIZXIIZIIIIIII (-0.00032047458472341287+0j)
XYYXZIIXZIZIIIIIII (0.0003204745847234103+0j)
XXYYZIIXZIZIIIIIII (-0.0002382176370818328+0j)
XYYYZIZYIIZIIIIIII (8.225694764157749e-05+0j)
XXYXZIIYZIZIIIIIII (-8.225694764157749e-05+0j)
XYYXZIZXIIZIIIIIII (-0.0002382176370818328+0j)
XXYYZIZXIIZIIIIIII (0.0003204745847234103+0j)
YIYXZIIXZIZIIIIIII (0.00654618102401011+0j)
XZYYZIIXZIZIIIIIII (-0.004865957707053415+0j)
YIYYZIZYIIZIIIIIII (0.0016802233169566942+0j)
XZYXZIIYZIZIIIIIII (-0.0016802233169566942+0j)
YIYXZIZXIIZIIIIIII (-0.004865957707053415+0j)
XZYYZIZXIIZIIIIIII (0.00654618102401011+0j)
IIIIYXYXZIIIIIIIII (0.004557485324819542+0j)
IIIIYYYYZIIIIIIIII (0.004557485324819542+0j)
IIIZXYYXZIIIIIIIII (0.004557485324819547+0j)
IIIZXXYYZIIIIIIIII (-0.004557485324819547+0j)
IIZZYYXXZIZIIIIIII (0.0049642675984567204+0j)
IIZZYXXYZIZIIIIIII (-0.0049642675984567204+0j)
IZIIXYYXZIIIIIIIII (0.006258293357573504+0j)
IZIIXXYYZIIIIIIIII (-0.006258293357573504+0j)
ZZIIXYYXZIIIIIIIII (0.006258293357573516+0j)
ZZIIXXYYZIIIIIIIII (-0.006258293357573516+0j)
XYYZXIXXZIZIIIIIII (0.0003813465539423182+0j)
XXXIYIYXZIIIIIIIII (-0.00029040104705607076+0j)
XYXIXZYXZIIIIIIIII (-9.094550688624732e-05+0j)
XXYZXIXYZIZIIIIIII (-9.094550688624732e-05+0j)
XYYZYZXYZIZIIIIIII (0.00029040104705607076+0j)
XXXIXZYYZIIIIIIIII (0.0003813465539423182+0j)
YIYZXIXXZIZIIIIIII (-1.8669187127902414e-05+0j)
XZXIYIYXZIIIIIIIII (1.4216862414465973e-05+0j)
YIXIXZYXZIIIIIIIII (4.452324713436441e-06+0j)
XZYZXIXYZIZIIIIIII (4.452324713436441e-06+0j)
YIYZYZXYZIZIIIIIII (-1.4216862414465973e-05+0j)
XZXIXZYYZIIIIIIIII (-1.8669187127902414e-05+0j)
XYYXIIXXZIZIIIIIII (1.86691871279024e-05+0j)
XXXYZIYXZIIIIIIIII (-1.4216862414465707e-05+0j)
XYXXZIYXZIIIIIIIII (-4.452324713436694e-06+0j)
XXYXIIXYZIZIIIIIII (-4.452324713436694e-06+0j)
XYYYIIXYZIZIIIIIII (1.4216862414465707e-05+0j)
XXXXZIYYZIIIIIIIII (1.86691871279024e-05+0j)
YIYXIIXXZIZIIIIIII (0.00038134655394231825+0j)
XZXYZIYXZIIIIIIIII (-0.0002904010470560725+0j)
YIXXZIYXZIIIIIIIII (-9.094550688624591e-05+0j)
XZYXIIXYZIZIIIIIII (-9.094550688624591e-05+0j)
YIYYIIXYZIZIIIIIII (0.0002904010470560725+0j)
XZXXZIYYZIIIIIIIII (0.00038134655394231825+0j)
IIIIIZZZZIIIIIIIII (0.09487733384650324+0j)
IIIIZZZZZIIIIIIIII (0.10942036999135502+0j)
IIIZIIZZZIIIIIIIII (0.10942036999135506+0j)
IIZZZIIZZIZIIIIIII (0.10774488750066036+0j)
IZIIIIZZZIIIIIIIII (0.1182699662946035+0j)
ZZIIIIZZZIIIIIIIII (0.11826996629460353+0j)
IIZIIZXZZIZIIIIIII (0.02285277421971298+0j)
IIIZZZXIIIIIIIIIII (-0.02285277421971298+0j)
XYYIIXXZZIZIIIIIII (-0.015033719549730082+0j)
XXYIZYXZZIZIIIIIII (0.008351561044725246+0j)
XYYIZXXZZIZIIIIIII (0.006682158505004837+0j)
XXYIIXYIIIZIIIIIII (0.006682158505004837+0j)
XYYIIYYIIIZIIIIIII (-0.008351561044725246+0j)
XXYIZXYIIIZIIIIIII (-0.015033719549730082+0j)
YIYIIXXZZIZIIIIIII (0.0007359901921252703+0j)
XZYIZYXZZIZIIIIIII (-0.00040885869910774094+0j)
YIYIZXXZZIZIIIIIII (-0.0003271314930175295+0j)
XZYIIXYIIIZIIIIIII (-0.0003271314930175295+0j)
YIYIIYYIIIZIIIIIII (0.00040885869910774094+0j)
XZYIZXYIIIZIIIIIII (0.0007359901921252703+0j)
XYYXYYXZZIZIIIIIII (0.0007359901921252656+0j)
XXYYYYXZZIZIIIIIII (-0.0004088586991077382+0j)
XYYYYXXZZIZIIIIIII (-0.0003271314930175273+0j)
XXYXYYYIIIZIIIIIII (-0.0003271314930175273+0j)
XYYXYXYIIIZIIIIIII (-0.0004088586991077382+0j)
XXYYYXYIIIZIIIIIII (0.0007359901921252656+0j)
YIYXYYXZZIZIIIIIII (0.01503371954973008+0j)
XZYYYYXZZIZIIIIIII (-0.008351561044725238+0j)
YIYYYXXZZIZIIIIIII (-0.006682158505004844+0j)
XZYXYYYIIIZIIIIIII (-0.006682158505004844+0j)
YIYXYXYIIIZIIIIIII (-0.008351561044725238+0j)
XZYYYXYIIIZIIIIIII (0.01503371954973008+0j)
IIZIZZXZZIZIIIIIII (0.013489559457914644+0j)
IIIZIZXIIIIIIIIIII (-0.013489559457914644+0j)
IIZZIIXZZIZIIIIIII (0.01348955945791465+0j)
IIIIZIXIIIIIIIIIII (-0.01348955945791465+0j)
IZZIIIXZZIZIIIIIII (0.012756238077833423+0j)
IZIZZIXIIIIIIIIIII (-0.012756238077833423+0j)
ZZZIIIXZZIZIIIIIII (0.01275623807783342+0j)
ZZIZZIXIIIIIIIIIII (-0.01275623807783342+0j)
IIIIZIIIIIIIIIIIII (0.10095198316933252+0j)
IIIZIZIIIIIIIIIIII (0.10095198316933257+0j)
IIZZZZZIIIZIIIIIII (0.07855163694481092+0j)
IZIIIZIIIIIIIIIIII (0.09969879673275409+0j)
ZZIIIZIIIIIIIIIIII (0.09969879673275411+0j)
XYYZIXZIIIZIIIIIII (0.0011501870485405294+0j)
XXXIZXIIIIIIIIIIII (-0.02445278538551806+0j)
XYXIIYIIIIIIIIIIII (-0.02560297243405859+0j)
XXYZIYZIIIZIIIIIII (-0.02560297243405859+0j)
XYYZZXZIIIZIIIIIII (0.02445278538551806+0j)
XXXIIXIIIIIIIIIIII (-0.0011501870485405294+0j)
YIYZIXZIIIZIIIIIII (-5.630851260961142e-05+0j)
XZXIZXIIIIIIIIIIII (0.0011971096144472466+0j)
YIXIIYIIIIIIIIIIII (0.0012534181270568582+0j)
XZYZIYZIIIZIIIIIII (0.0012534181270568582+0j)
YIYZZXZIIIZIIIIIII (-0.0011971096144472466+0j)
XZXIIXIIIIIIIIIIII (5.630851260961142e-05+0j)
XYYXXXZIIIZIIIIIII (5.630851260961115e-05+0j)
XXXYYXIIIIIIIIIIII (0.0011971096144472414+0j)
XYXXYXIIIIIIIIIIII (-0.0012534181270568525+0j)
XXYXXYZIIIZIIIIIII (-0.0012534181270568525+0j)
XYYYXYZIIIZIIIIIII (-0.0011971096144472414+0j)
XXXXYYIIIIIIIIIIII (5.630851260961115e-05+0j)
YIYXXXZIIIZIIIIIII (0.001150187048540525+0j)
XZXYYXIIIIIIIIIIII (0.024452785385518063+0j)
YIXXYXIIIIIIIIIIII (-0.025602972434058593+0j)
XZYXXYZIIIZIIIIIII (-0.025602972434058593+0j)
YIYYXYZIIIZIIIIIII (-0.024452785385518063+0j)
XZXXYYIIIIIIIIIIII (0.001150187048540525+0j)
IIIZZZIIIIIIIIIIII (0.11340678340691215+0j)
IIZZIZZIIIZIIIIIII (0.11074579074002461+0j)
IZIIZZIIIIIIIIIIII (0.08745522501977217+0j)
ZXIIZZIIIIIIIIIIII (0.0013389343278679736+0j)
IXIIZZIIIIIIIIIIII (-0.0013389343278679736+0j)
ZZIIZZIIIIIIIIIIII (0.11473944715891594+0j)
IZIYYZIIIIIIIIIIII (0.001338934327867988+0j)
IZIXXIIIIIIIIIIIII (0.001338934327867988+0j)
ZXIYYZIIIIIIIIIIII (-0.0009016616756398542+0j)
IXIYYZIIIIIIIIIIII (-0.028185883814783638+0j)
ZYIXYZIIIIIIIIIIII (0.029087545490423493+0j)
IYIYXIIIIIIIIIIIII (0.029087545490423493+0j)
ZXIXXIIIIIIIIIIIII (0.028185883814783638+0j)
IXIXXIIIIIIIIIIIII (0.0009016616756398542+0j)
ZZIYYZIIIIIIIIIIII (-0.0013389343278679493+0j)
ZZIXXIIIIIIIIIIIII (-0.0013389343278679493+0j)
IIZIZIZIIIZIIIIIII (0.11074579074002465+0j)
IZIZIIIIIIIIIIIIII (0.11473944715891594+0j)
ZXIZIIIIIIIIIIIIII (-0.0013389343278679769+0j)
IXIZIIIIIIIIIIIIII (0.0013389343278679769+0j)
ZZIZIIIIIIIIIIIIII (0.08745522501977221+0j)
IZZZZIZIIIZIIIIIII (0.11326114393875654+0j)
ZZZZZIZIIIZIIIIIII (0.11326114393875657+0j)
ZIIIIIIIIIIIIIIIII (0.1163914874077054+0j)
